date,service,lits_totaux,lits_occupes,taux_occupation
2023-06-02,Maladies_infectieuses,126,91,0.73
2023-06-02,Pédiatrie,144,106,0.737
2023-06-02,Autres,261,204,0.784
2023-06-03,Réanimation,81,65,0.812
2023-06-03,Urgences,108,96,0.89
2023-06-03,Médecine,396,321,0.811
2023-06-03,Chirurgie,306,253,0.83
2023-06-03,Cardiologie,198,156,0.79
2023-06-03,Neurologie,180,138,0.769
2023-06-03,Maladies_infectieuses,126,85,0.678
2023-06-03,Pédiatrie,144,103,0.72
2023-06-03,Autres,261,187,0.719
2023-06-04,Réanimation,81,68,0.846
2023-06-04,Urgences,108,97,0.903
2023-06-04,Médecine,396,311,0.786
2023-06-04,Chirurgie,306,241,0.79
2023-06-04,Cardiologie,198,149,0.755
2023-06-04,Neurologie,180,140,0.779
2023-06-04,Maladies_infectieuses,126,88,0.702
2023-06-04,Pédiatrie,144,103,0.718
2023-06-04,Autres,261,200,0.769
2023-06-05,Réanimation,81,69,0.855
2023-06-05,Urgences,108,100,0.928
2023-06-05,Médecine,396,311,0.786
2023-06-05,Chirurgie,306,259,0.848
2023-06-05,Cardiologie,198,162,0.819
2023-06-05,Neurologie,180,135,0.752
2023-06-05,Maladies_infectieuses,126,83,0.659
2023-06-05,Pédiatrie,144,105,0.73
2023-06-05,Autres,261,206,0.792
2023-06-06,Réanimation,81,68,0.843
2023-06-06,Urgences,108,101,0.94
2023-06-06,Médecine,396,317,0.801
2023-06-06,Chirurgie,306,261,0.855
2023-06-06,Cardiologie,198,153,0.777
2023-06-06,Neurologie,180,139,0.774
2023-06-06,Maladies_infectieuses,126,91,0.73
2023-06-06,Pédiatrie,144,106,0.74
2023-06-06,Autres,261,206,0.791
2023-06-07,Réanimation,81,76,0.939
2023-06-07,Urgences,108,97,0.898
2023-06-07,Médecine,396,312,0.789
2023-06-07,Chirurgie,306,255,0.836
2023-06-07,Cardiologie,198,156,0.789
2023-06-07,Neurologie,180,139,0.774
2023-06-07,Maladies_infectieuses,126,88,0.699
2023-06-07,Pédiatrie,144,99,0.693
2023-06-07,Autres,261,212,0.813
2023-06-08,Réanimation,81,74,0.92
2023-06-08,Urgences,108,97,0.904
2023-06-08,Médecine,396,334,0.846
2023-06-08,Chirurgie,306,256,0.837
2023-06-08,Cardiologie,198,151,0.763
2023-06-08,Neurologie,180,135,0.752
2023-06-08,Maladies_infectieuses,126,94,0.748
2023-06-08,Pédiatrie,144,107,0.75
2023-06-08,Autres,261,209,0.804
2023-06-09,Réanimation,81,66,0.822
2023-06-09,Urgences,108,101,0.94
2023-06-09,Médecine,396,322,0.814
2023-06-09,Chirurgie,306,253,0.83
2023-06-09,Cardiologie,198,157,0.796
2023-06-09,Neurologie,180,146,0.812
2023-06-09,Maladies_infectieuses,126,82,0.655
2023-06-09,Pédiatrie,144,105,0.731
2023-06-09,Autres,261,198,0.76
2023-06-10,Réanimation,81,68,0.846
2023-06-10,Urgences,108,95,0.888
2023-06-10,Médecine,396,300,0.76
2023-06-10,Chirurgie,306,243,0.796
2023-06-10,Cardiologie,198,156,0.788
2023-06-10,Neurologie,180,134,0.749
2023-06-10,Maladies_infectieuses,126,90,0.719
2023-06-10,Pédiatrie,144,104,0.727
2023-06-10,Autres,261,203,0.778
2023-06-11,Réanimation,81,69,0.86
2023-06-11,Urgences,108,96,0.894
2023-06-11,Médecine,396,313,0.792
2023-06-11,Chirurgie,306,246,0.806
2023-06-11,Cardiologie,198,152,0.769
2023-06-11,Neurologie,180,137,0.763
2023-06-11,Maladies_infectieuses,126,88,0.702
2023-06-11,Pédiatrie,144,98,0.682
2023-06-11,Autres,261,203,0.778
2023-06-12,Réanimation,81,73,0.912
2023-06-12,Urgences,108,96,0.893
2023-06-12,Médecine,396,299,0.756
2023-06-12,Chirurgie,306,246,0.806
2023-06-12,Cardiologie,198,156,0.79
2023-06-12,Neurologie,180,134,0.745
2023-06-12,Maladies_infectieuses,126,89,0.707
2023-06-12,Pédiatrie,144,103,0.72
2023-06-12,Autres,261,201,0.771
2023-06-13,Réanimation,81,68,0.852
2023-06-13,Urgences,108,101,0.939
2023-06-13,Médecine,396,308,0.78
2023-06-13,Chirurgie,306,255,0.835
2023-06-13,Cardiologie,198,161,0.814
2023-06-13,Neurologie,180,142,0.792
2023-06-13,Maladies_infectieuses,126,90,0.716
2023-06-13,Pédiatrie,144,104,0.727
2023-06-13,Autres,261,193,0.742
2023-06-14,Réanimation,81,69,0.857
2023-06-14,Urgences,108,96,0.89
2023-06-14,Médecine,396,316,0.799
2023-06-14,Chirurgie,306,241,0.789
2023-06-14,Cardiologie,198,162,0.822
2023-06-14,Neurologie,180,139,0.774
2023-06-14,Maladies_infectieuses,126,91,0.724
2023-06-14,Pédiatrie,144,106,0.743
2023-06-14,Autres,261,195,0.749
2023-06-15,Réanimation,81,65,0.814
2023-06-15,Urgences,108,98,0.915
2023-06-15,Médecine,396,322,0.815
2023-06-15,Chirurgie,306,237,0.777
2023-06-15,Cardiologie,198,153,0.778
2023-06-15,Neurologie,180,136,0.761
2023-06-15,Maladies_infectieuses,126,89,0.708
2023-06-15,Pédiatrie,144,105,0.734
2023-06-15,Autres,261,205,0.788
2023-06-16,Réanimation,81,73,0.913
2023-06-16,Urgences,108,92,0.853
2023-06-16,Médecine,396,313,0.791
2023-06-16,Chirurgie,306,244,0.8
2023-06-16,Cardiologie,198,169,0.855
2023-06-16,Neurologie,180,139,0.777
2023-06-16,Maladies_infectieuses,126,88,0.699
2023-06-16,Pédiatrie,144,107,0.746
2023-06-16,Autres,261,207,0.796
2023-06-17,Réanimation,81,70,0.865
2023-06-17,Urgences,108,98,0.911
2023-06-17,Médecine,396,310,0.783
2023-06-17,Chirurgie,306,250,0.82
2023-06-17,Cardiologie,198,152,0.771
2023-06-17,Neurologie,180,140,0.78
2023-06-17,Maladies_infectieuses,126,88,0.706
2023-06-17,Pédiatrie,144,104,0.727
2023-06-17,Autres,261,202,0.775
2023-06-18,Réanimation,81,72,0.899
2023-06-18,Urgences,108,96,0.894
2023-06-18,Médecine,396,315,0.796
2023-06-18,Chirurgie,306,237,0.778
2023-06-18,Cardiologie,198,147,0.744
2023-06-18,Neurologie,180,140,0.781
2023-06-18,Maladies_infectieuses,126,83,0.665
2023-06-18,Pédiatrie,144,104,0.723
2023-06-18,Autres,261,200,0.77
2023-06-19,Réanimation,81,69,0.857
2023-06-19,Urgences,108,101,0.939
2023-06-19,Médecine,396,337,0.851
2023-06-19,Chirurgie,306,260,0.851
2023-06-19,Cardiologie,198,156,0.79
2023-06-19,Neurologie,180,140,0.78
2023-06-19,Maladies_infectieuses,126,87,0.694
2023-06-19,Pédiatrie,144,107,0.744
2023-06-19,Autres,261,198,0.76
2023-06-20,Réanimation,81,70,0.869
2023-06-20,Urgences,108,96,0.892
2023-06-20,Médecine,396,328,0.83
2023-06-20,Chirurgie,306,263,0.861
2023-06-20,Cardiologie,198,156,0.788
2023-06-20,Neurologie,180,139,0.773
2023-06-20,Maladies_infectieuses,126,92,0.737
2023-06-20,Pédiatrie,144,107,0.75
2023-06-20,Autres,261,209,0.802
2023-06-21,Réanimation,81,70,0.865
2023-06-21,Urgences,108,102,0.948
2023-06-21,Médecine,396,330,0.834
2023-06-21,Chirurgie,306,249,0.817
2023-06-21,Cardiologie,198,167,0.844
2023-06-21,Neurologie,180,140,0.783
2023-06-21,Maladies_infectieuses,126,83,0.667
2023-06-21,Pédiatrie,144,101,0.702
2023-06-21,Autres,261,191,0.734
2023-06-22,Réanimation,81,73,0.91
2023-06-22,Urgences,108,94,0.879
2023-06-22,Médecine,396,327,0.827
2023-06-22,Chirurgie,306,262,0.856
2023-06-22,Cardiologie,198,154,0.78
2023-06-22,Neurologie,180,143,0.799
2023-06-22,Maladies_infectieuses,126,87,0.694
2023-06-22,Pédiatrie,144,109,0.76
2023-06-22,Autres,261,201,0.772
2023-06-23,Réanimation,81,70,0.871
2023-06-23,Urgences,108,96,0.892
2023-06-23,Médecine,396,335,0.847
2023-06-23,Chirurgie,306,257,0.841
2023-06-23,Cardiologie,198,155,0.784
2023-06-23,Neurologie,180,141,0.788
2023-06-23,Maladies_infectieuses,126,85,0.681
2023-06-23,Pédiatrie,144,107,0.75
2023-06-23,Autres,261,208,0.8
2023-06-24,Réanimation,81,70,0.869
2023-06-24,Urgences,108,97,0.906
2023-06-24,Médecine,396,314,0.793
2023-06-24,Chirurgie,306,254,0.83
2023-06-24,Cardiologie,198,154,0.778
2023-06-24,Neurologie,180,146,0.816
2023-06-24,Maladies_infectieuses,126,84,0.67
2023-06-24,Pédiatrie,144,101,0.707
2023-06-24,Autres,261,206,0.793
2023-06-25,Réanimation,81,63,0.789
2023-06-25,Urgences,108,93,0.864
2023-06-25,Médecine,396,319,0.807
2023-06-25,Chirurgie,306,252,0.825
2023-06-25,Cardiologie,198,155,0.787
2023-06-25,Neurologie,180,129,0.722
2023-06-25,Maladies_infectieuses,126,88,0.706
2023-06-25,Pédiatrie,144,103,0.72
2023-06-25,Autres,261,196,0.752
2023-06-26,Réanimation,81,68,0.844
2023-06-26,Urgences,108,96,0.892
2023-06-26,Médecine,396,319,0.806
2023-06-26,Chirurgie,306,265,0.867
2023-06-26,Cardiologie,198,161,0.815
2023-06-26,Neurologie,180,138,0.772
2023-06-26,Maladies_infectieuses,126,88,0.703
2023-06-26,Pédiatrie,144,108,0.755
2023-06-26,Autres,261,200,0.768
2023-06-27,Réanimation,81,70,0.869
2023-06-27,Urgences,108,98,0.908
2023-06-27,Médecine,396,318,0.806
2023-06-27,Chirurgie,306,254,0.833
2023-06-27,Cardiologie,198,155,0.787
2023-06-27,Neurologie,180,140,0.779
2023-06-27,Maladies_infectieuses,126,83,0.664
2023-06-27,Pédiatrie,144,104,0.728
2023-06-27,Autres,261,193,0.742
2023-06-28,Réanimation,81,70,0.868
2023-06-28,Urgences,108,103,0.956
2023-06-28,Médecine,396,332,0.839
2023-06-28,Chirurgie,306,253,0.827
2023-06-28,Cardiologie,198,153,0.773
2023-06-28,Neurologie,180,145,0.808
2023-06-28,Maladies_infectieuses,126,85,0.682
2023-06-28,Pédiatrie,144,108,0.755
2023-06-28,Autres,261,194,0.746
2023-06-29,Réanimation,81,68,0.849
2023-06-29,Urgences,108,98,0.914
2023-06-29,Médecine,396,319,0.806
2023-06-29,Chirurgie,306,254,0.833
2023-06-29,Cardiologie,198,159,0.807
2023-06-29,Neurologie,180,145,0.806
2023-06-29,Maladies_infectieuses,126,92,0.733
2023-06-29,Pédiatrie,144,107,0.744
2023-06-29,Autres,261,204,0.784
2023-06-30,Réanimation,81,72,0.899
2023-06-30,Urgences,108,99,0.919
2023-06-30,Médecine,396,313,0.792
2023-06-30,Chirurgie,306,254,0.831
2023-06-30,Cardiologie,198,157,0.794
2023-06-30,Neurologie,180,139,0.776
2023-06-30,Maladies_infectieuses,126,91,0.729
2023-06-30,Pédiatrie,144,109,0.764
2023-06-30,Autres,261,194,0.746
2023-07-01,Réanimation,81,64,0.802
2023-07-01,Urgences,108,91,0.849
2023-07-01,Médecine,396,309,0.782
2023-07-01,Chirurgie,306,238,0.779
2023-07-01,Cardiologie,198,157,0.795
2023-07-01,Neurologie,180,136,0.756
2023-07-01,Maladies_infectieuses,126,81,0.647
2023-07-01,Pédiatrie,144,104,0.729
2023-07-01,Autres,261,190,0.732
2023-07-02,Réanimation,81,65,0.805
2023-07-02,Urgences,108,96,0.898
2023-07-02,Médecine,396,311,0.786
2023-07-02,Chirurgie,306,241,0.789
2023-07-02,Cardiologie,198,148,0.749
2023-07-02,Neurologie,180,132,0.737
2023-07-02,Maladies_infectieuses,126,88,0.703
2023-07-02,Pédiatrie,144,97,0.675
2023-07-02,Autres,261,188,0.721
2023-07-03,Réanimation,81,63,0.778
2023-07-03,Urgences,108,97,0.901
2023-07-03,Médecine,396,294,0.744
2023-07-03,Chirurgie,306,233,0.763
2023-07-03,Cardiologie,198,153,0.777
2023-07-03,Neurologie,180,143,0.795
2023-07-03,Maladies_infectieuses,126,84,0.67
2023-07-03,Pédiatrie,144,104,0.726
2023-07-03,Autres,261,209,0.804
2023-07-04,Réanimation,81,70,0.874
2023-07-04,Urgences,108,101,0.938
2023-07-04,Médecine,396,308,0.778
2023-07-04,Chirurgie,306,249,0.814
2023-07-04,Cardiologie,198,145,0.734
2023-07-04,Neurologie,180,134,0.746
2023-07-04,Maladies_infectieuses,126,78,0.622
2023-07-04,Pédiatrie,144,100,0.699
2023-07-04,Autres,261,200,0.768
2023-07-05,Réanimation,81,70,0.867
2023-07-05,Urgences,108,101,0.94
2023-07-05,Médecine,396,334,0.844
2023-07-05,Chirurgie,306,251,0.822
2023-07-05,Cardiologie,198,153,0.775
2023-07-05,Neurologie,180,132,0.735
2023-07-05,Maladies_infectieuses,126,86,0.687
2023-07-05,Pédiatrie,144,100,0.7
2023-07-05,Autres,261,207,0.796
2023-07-06,Réanimation,81,67,0.836
2023-07-06,Urgences,108,95,0.88
2023-07-06,Médecine,396,305,0.772
2023-07-06,Chirurgie,306,246,0.807
2023-07-06,Cardiologie,198,154,0.78
2023-07-06,Neurologie,180,140,0.779
2023-07-06,Maladies_infectieuses,126,80,0.639
2023-07-06,Pédiatrie,144,102,0.712
2023-07-06,Autres,261,200,0.767
2023-07-07,Réanimation,81,67,0.831
2023-07-07,Urgences,108,96,0.896
2023-07-07,Médecine,396,306,0.775
2023-07-07,Chirurgie,306,246,0.807
2023-07-07,Cardiologie,198,151,0.765
2023-07-07,Neurologie,180,139,0.775
2023-07-07,Maladies_infectieuses,126,85,0.679
2023-07-07,Pédiatrie,144,107,0.746
2023-07-07,Autres,261,204,0.783
2023-07-08,Réanimation,81,71,0.878
2023-07-08,Urgences,108,94,0.879
2023-07-08,Médecine,396,291,0.736
2023-07-08,Chirurgie,306,240,0.786
2023-07-08,Cardiologie,198,143,0.724
2023-07-08,Neurologie,180,132,0.734
2023-07-08,Maladies_infectieuses,126,80,0.638
2023-07-08,Pédiatrie,144,96,0.672
2023-07-08,Autres,261,183,0.701
2023-07-09,Réanimation,81,68,0.842
2023-07-09,Urgences,108,93,0.864
2023-07-09,Médecine,396,286,0.725
2023-07-09,Chirurgie,306,237,0.777
2023-07-09,Cardiologie,198,152,0.769
2023-07-09,Neurologie,180,126,0.701
2023-07-09,Maladies_infectieuses,126,88,0.703
2023-07-09,Pédiatrie,144,104,0.724
2023-07-09,Autres,261,182,0.701
2023-07-10,Réanimation,81,71,0.882
2023-07-10,Urgences,108,97,0.904
2023-07-10,Médecine,396,317,0.801
2023-07-10,Chirurgie,306,245,0.801
2023-07-10,Cardiologie,198,145,0.737
2023-07-10,Neurologie,180,140,0.779
2023-07-10,Maladies_infectieuses,126,92,0.735
2023-07-10,Pédiatrie,144,99,0.693
2023-07-10,Autres,261,188,0.723
2023-07-11,Réanimation,81,67,0.827
2023-07-11,Urgences,108,96,0.891
2023-07-11,Médecine,396,290,0.733
2023-07-11,Chirurgie,306,241,0.79
2023-07-11,Cardiologie,198,157,0.797
2023-07-11,Neurologie,180,141,0.786
2023-07-11,Maladies_infectieuses,126,86,0.69
2023-07-11,Pédiatrie,144,103,0.72
2023-07-11,Autres,261,197,0.755
2023-07-12,Réanimation,81,63,0.786
2023-07-12,Urgences,108,94,0.878
2023-07-12,Médecine,396,307,0.778
2023-07-12,Chirurgie,306,239,0.782
2023-07-12,Cardiologie,198,154,0.78
2023-07-12,Neurologie,180,137,0.765
2023-07-12,Maladies_infectieuses,126,82,0.658
2023-07-12,Pédiatrie,144,102,0.713
2023-07-12,Autres,261,190,0.729
2023-07-13,Réanimation,81,67,0.828
2023-07-13,Urgences,108,97,0.901
2023-07-13,Médecine,396,302,0.764
2023-07-13,Chirurgie,306,241,0.789
2023-07-13,Cardiologie,198,158,0.801
2023-07-13,Neurologie,180,132,0.737
2023-07-13,Maladies_infectieuses,126,84,0.674
2023-07-13,Pédiatrie,144,103,0.722
2023-07-13,Autres,261,194,0.746
2023-07-14,Réanimation,81,67,0.831
2023-07-14,Urgences,108,98,0.916
2023-07-14,Médecine,396,322,0.814
2023-07-14,Chirurgie,306,245,0.801
2023-07-14,Cardiologie,198,149,0.753
2023-07-14,Neurologie,180,136,0.757
2023-07-14,Maladies_infectieuses,126,82,0.658
2023-07-14,Pédiatrie,144,100,0.701
2023-07-14,Autres,261,187,0.719
2023-07-15,Réanimation,81,68,0.845
2023-07-15,Urgences,108,95,0.882
2023-07-15,Médecine,396,305,0.772
2023-07-15,Chirurgie,306,244,0.799
2023-07-15,Cardiologie,198,147,0.745
2023-07-15,Neurologie,180,136,0.76
2023-07-15,Maladies_infectieuses,126,81,0.648
2023-07-15,Pédiatrie,144,100,0.7
2023-07-15,Autres,261,188,0.722
2023-07-16,Réanimation,81,67,0.828
2023-07-16,Urgences,108,97,0.901
2023-07-16,Médecine,396,293,0.741
2023-07-16,Chirurgie,306,232,0.76
2023-07-16,Cardiologie,198,142,0.721
2023-07-16,Neurologie,180,137,0.764
2023-07-16,Maladies_infectieuses,126,87,0.697
2023-07-16,Pédiatrie,144,99,0.689
2023-07-16,Autres,261,190,0.73
2023-07-17,Réanimation,81,71,0.885
2023-07-17,Urgences,108,95,0.888
2023-07-17,Médecine,396,316,0.799
2023-07-17,Chirurgie,306,249,0.815
2023-07-17,Cardiologie,198,139,0.706
2023-07-17,Neurologie,180,132,0.735
2023-07-17,Maladies_infectieuses,126,80,0.635
2023-07-17,Pédiatrie,144,101,0.704
2023-07-17,Autres,261,203,0.779
2023-07-18,Réanimation,81,67,0.833
2023-07-18,Urgences,108,99,0.919
2023-07-18,Médecine,396,300,0.76
2023-07-18,Chirurgie,306,248,0.813
2023-07-18,Cardiologie,198,151,0.765
2023-07-18,Neurologie,180,136,0.759
2023-07-18,Maladies_infectieuses,126,85,0.682
2023-07-18,Pédiatrie,144,101,0.708
2023-07-18,Autres,261,186,0.713
2023-07-19,Réanimation,81,72,0.896
2023-07-19,Urgences,108,101,0.941
2023-07-19,Médecine,396,306,0.774
2023-07-19,Chirurgie,306,242,0.793
2023-07-19,Cardiologie,198,151,0.765
2023-07-19,Neurologie,180,140,0.778
2023-07-19,Maladies_infectieuses,126,76,0.609
2023-07-19,Pédiatrie,144,98,0.686
2023-07-19,Autres,261,197,0.758
2023-07-20,Réanimation,81,68,0.852
2023-07-20,Urgences,108,94,0.877
2023-07-20,Médecine,396,319,0.807
2023-07-20,Chirurgie,306,238,0.78
2023-07-20,Cardiologie,198,157,0.796
2023-07-20,Neurologie,180,128,0.715
2023-07-20,Maladies_infectieuses,126,87,0.692
2023-07-20,Pédiatrie,144,99,0.692
2023-07-20,Autres,261,191,0.733
2023-07-21,Réanimation,81,65,0.811
2023-07-21,Urgences,108,89,0.828
2023-07-21,Médecine,396,296,0.748
2023-07-21,Chirurgie,306,245,0.804
2023-07-21,Cardiologie,198,158,0.802
2023-07-21,Neurologie,180,132,0.738
2023-07-21,Maladies_infectieuses,126,85,0.679
2023-07-21,Pédiatrie,144,101,0.706
2023-07-21,Autres,261,196,0.752
2023-07-22,Réanimation,81,63,0.779
2023-07-22,Urgences,108,97,0.902
2023-07-22,Médecine,396,300,0.758
2023-07-22,Chirurgie,306,254,0.832
2023-07-22,Cardiologie,198,149,0.754
2023-07-22,Neurologie,180,135,0.755
2023-07-22,Maladies_infectieuses,126,84,0.674
2023-07-22,Pédiatrie,144,99,0.691
2023-07-22,Autres,261,202,0.775
2023-07-23,Réanimation,81,67,0.827
2023-07-23,Urgences,108,93,0.863
2023-07-23,Médecine,396,303,0.767
2023-07-23,Chirurgie,306,244,0.8
2023-07-23,Cardiologie,198,152,0.77
2023-07-23,Neurologie,180,130,0.726
2023-07-23,Maladies_infectieuses,126,80,0.639
2023-07-23,Pédiatrie,144,102,0.713
2023-07-23,Autres,261,179,0.689
2023-07-24,Réanimation,81,67,0.837
2023-07-24,Urgences,108,93,0.863
2023-07-24,Médecine,396,309,0.78
2023-07-24,Chirurgie,306,254,0.832
2023-07-24,Cardiologie,198,154,0.782
2023-07-24,Neurologie,180,134,0.75
2023-07-24,Maladies_infectieuses,126,89,0.707
2023-07-24,Pédiatrie,144,106,0.737
2023-07-24,Autres,261,181,0.696
2023-07-25,Réanimation,81,66,0.816
2023-07-25,Urgences,108,97,0.901
2023-07-25,Médecine,396,295,0.747
2023-07-25,Chirurgie,306,244,0.8
2023-07-25,Cardiologie,198,152,0.771
2023-07-25,Neurologie,180,134,0.749
2023-07-25,Maladies_infectieuses,126,81,0.648
2023-07-25,Pédiatrie,144,101,0.702
2023-07-25,Autres,261,194,0.747
2023-07-26,Réanimation,81,70,0.865
2023-07-26,Urgences,108,98,0.915
2023-07-26,Médecine,396,307,0.776
2023-07-26,Chirurgie,306,246,0.807
2023-07-26,Cardiologie,198,151,0.764
2023-07-26,Neurologie,180,130,0.727
2023-07-26,Maladies_infectieuses,126,90,0.721
2023-07-26,Pédiatrie,144,102,0.712
2023-07-26,Autres,261,186,0.716
2023-07-27,Réanimation,81,65,0.812
2023-07-27,Urgences,108,96,0.897
2023-07-27,Médecine,396,304,0.77
2023-07-27,Chirurgie,306,240,0.785
2023-07-27,Cardiologie,198,154,0.78
2023-07-27,Neurologie,180,138,0.772
2023-07-27,Maladies_infectieuses,126,83,0.662
2023-07-27,Pédiatrie,144,106,0.738
2023-07-27,Autres,261,193,0.742
2023-07-28,Réanimation,81,63,0.78
2023-07-28,Urgences,108,95,0.887
2023-07-28,Médecine,396,301,0.763
2023-07-28,Chirurgie,306,245,0.802
2023-07-28,Cardiologie,198,162,0.823
2023-07-28,Neurologie,180,131,0.73
2023-07-28,Maladies_infectieuses,126,85,0.682
2023-07-28,Pédiatrie,144,102,0.709
2023-07-28,Autres,261,193,0.74
2023-07-29,Réanimation,81,66,0.816
2023-07-29,Urgences,108,88,0.822
2023-07-29,Médecine,396,304,0.769
2023-07-29,Chirurgie,306,246,0.806
2023-07-29,Cardiologie,198,146,0.741
2023-07-29,Neurologie,180,127,0.71
2023-07-29,Maladies_infectieuses,126,81,0.645
2023-07-29,Pédiatrie,144,101,0.707
2023-07-29,Autres,261,195,0.748
2023-07-30,Réanimation,81,65,0.804
2023-07-30,Urgences,108,95,0.881
2023-07-30,Médecine,396,303,0.766
2023-07-30,Chirurgie,306,233,0.763
2023-07-30,Cardiologie,198,136,0.689
2023-07-30,Neurologie,180,133,0.741
2023-07-30,Maladies_infectieuses,126,81,0.645
2023-07-30,Pédiatrie,144,93,0.651
2023-07-30,Autres,261,189,0.728
2023-07-31,Réanimation,81,65,0.811
2023-07-31,Urgences,108,97,0.904
2023-07-31,Médecine,396,337,0.852
2023-07-31,Chirurgie,306,258,0.845
2023-07-31,Cardiologie,198,144,0.731
2023-07-31,Neurologie,180,142,0.789
2023-07-31,Maladies_infectieuses,126,86,0.687
2023-07-31,Pédiatrie,144,109,0.761
2023-07-31,Autres,261,183,0.702
2023-08-01,Réanimation,81,71,0.884
2023-08-01,Urgences,108,97,0.903
2023-08-01,Médecine,396,312,0.79
2023-08-01,Chirurgie,306,253,0.829
2023-08-01,Cardiologie,198,150,0.76
2023-08-01,Neurologie,180,135,0.751
2023-08-01,Maladies_infectieuses,126,87,0.698
2023-08-01,Pédiatrie,144,99,0.688
2023-08-01,Autres,261,197,0.758
2023-08-02,Réanimation,81,67,0.831
2023-08-02,Urgences,108,89,0.832
2023-08-02,Médecine,396,309,0.783
2023-08-02,Chirurgie,306,264,0.863
2023-08-02,Cardiologie,198,151,0.763
2023-08-02,Neurologie,180,134,0.748
2023-08-02,Maladies_infectieuses,126,87,0.698
2023-08-02,Pédiatrie,144,97,0.676
2023-08-02,Autres,261,192,0.738
2023-08-03,Réanimation,81,67,0.828
2023-08-03,Urgences,108,95,0.885
2023-08-03,Médecine,396,324,0.82
2023-08-03,Chirurgie,306,250,0.82
2023-08-03,Cardiologie,198,151,0.765
2023-08-03,Neurologie,180,139,0.772
2023-08-03,Maladies_infectieuses,126,90,0.715
2023-08-03,Pédiatrie,144,109,0.758
2023-08-03,Autres,261,194,0.744
2023-08-04,Réanimation,81,68,0.848
2023-08-04,Urgences,108,95,0.883
2023-08-04,Médecine,396,317,0.801
2023-08-04,Chirurgie,306,248,0.811
2023-08-04,Cardiologie,198,146,0.741
2023-08-04,Neurologie,180,133,0.739
2023-08-04,Maladies_infectieuses,126,82,0.654
2023-08-04,Pédiatrie,144,110,0.768
2023-08-04,Autres,261,192,0.738
2023-08-05,Réanimation,81,67,0.832
2023-08-05,Urgences,108,90,0.837
2023-08-05,Médecine,396,303,0.766
2023-08-05,Chirurgie,306,244,0.798
2023-08-05,Cardiologie,198,144,0.731
2023-08-05,Neurologie,180,131,0.729
2023-08-05,Maladies_infectieuses,126,80,0.643
2023-08-05,Pédiatrie,144,100,0.697
2023-08-05,Autres,261,185,0.713
2023-08-06,Réanimation,81,70,0.867
2023-08-06,Urgences,108,94,0.871
2023-08-06,Médecine,396,311,0.786
2023-08-06,Chirurgie,306,236,0.774
2023-08-06,Cardiologie,198,149,0.756
2023-08-06,Neurologie,180,124,0.692
2023-08-06,Maladies_infectieuses,126,85,0.675
2023-08-06,Pédiatrie,144,99,0.691
2023-08-06,Autres,261,179,0.687
2023-08-07,Réanimation,81,66,0.822
2023-08-07,Urgences,108,95,0.882
2023-08-07,Médecine,396,314,0.794
2023-08-07,Chirurgie,306,241,0.788
2023-08-07,Cardiologie,198,151,0.765
2023-08-07,Neurologie,180,129,0.721
2023-08-07,Maladies_infectieuses,126,85,0.675
2023-08-07,Pédiatrie,144,105,0.736
2023-08-07,Autres,261,192,0.736
2023-08-08,Réanimation,81,68,0.84
2023-08-08,Urgences,108,103,0.955
2023-08-08,Médecine,396,302,0.763
2023-08-08,Chirurgie,306,246,0.806
2023-08-08,Cardiologie,198,150,0.762
2023-08-08,Neurologie,180,132,0.738
2023-08-08,Maladies_infectieuses,126,83,0.663
2023-08-08,Pédiatrie,144,102,0.709
2023-08-08,Autres,261,195,0.749
2023-08-09,Réanimation,81,66,0.822
2023-08-09,Urgences,108,94,0.879
2023-08-09,Médecine,396,320,0.809
2023-08-09,Chirurgie,306,239,0.783
2023-08-09,Cardiologie,198,142,0.72
2023-08-09,Neurologie,180,133,0.74
2023-08-09,Maladies_infectieuses,126,85,0.681
2023-08-09,Pédiatrie,144,96,0.668
2023-08-09,Autres,261,190,0.731
2023-08-10,Réanimation,81,62,0.774
2023-08-10,Urgences,108,94,0.88
2023-08-10,Médecine,396,305,0.771
2023-08-10,Chirurgie,306,231,0.755
2023-08-10,Cardiologie,198,146,0.738
2023-08-10,Neurologie,180,132,0.735
2023-08-10,Maladies_infectieuses,126,82,0.658
2023-08-10,Pédiatrie,144,106,0.738
2023-08-10,Autres,261,200,0.768
2023-08-11,Réanimation,81,65,0.814
2023-08-11,Urgences,108,98,0.911
2023-08-11,Médecine,396,296,0.748
2023-08-11,Chirurgie,306,243,0.794
2023-08-11,Cardiologie,198,155,0.784
2023-08-11,Neurologie,180,142,0.792
2023-08-11,Maladies_infectieuses,126,84,0.67
2023-08-11,Pédiatrie,144,99,0.693
2023-08-11,Autres,261,193,0.741
2023-08-12,Réanimation,81,65,0.805
2023-08-12,Urgences,108,95,0.884
2023-08-12,Médecine,396,308,0.779
2023-08-12,Chirurgie,306,235,0.77
2023-08-12,Cardiologie,198,148,0.751
2023-08-12,Neurologie,180,137,0.765
2023-08-12,Maladies_infectieuses,126,83,0.659
2023-08-12,Pédiatrie,144,101,0.703
2023-08-12,Autres,261,183,0.704
2023-08-13,Réanimation,81,67,0.835
2023-08-13,Urgences,108,93,0.863
2023-08-13,Médecine,396,313,0.792
2023-08-13,Chirurgie,306,243,0.796
2023-08-13,Cardiologie,198,144,0.731
2023-08-13,Neurologie,180,129,0.722
