date,medicament,conso_jour,livraison,stock_fin,alerte_rupture,jours_stock
2024-04-04,Morphine_IV,740,648,-92,True,-0.1
2024-04-04,Heparine,10026,9720,-306,True,-0.0
2024-04-04,Insuline,115588,19440,-96148,True,-0.8
2024-04-05,Paracétamol_1g,5297,0,149109,False,28.1
2024-04-05,Antibiotiques,3294,0,-3294,True,-1.0
2024-04-05,Morphine_IV,739,0,-739,True,-1.0
2024-04-05,Heparine,10272,0,-10272,True,-1.0
2024-04-05,Insuline,116351,0,-116351,True,-1.0
2024-04-06,Paracétamol_1g,4262,0,144847,False,34.0
2024-04-06,Antibiotiques,3582,0,-3582,True,-1.0
2024-04-06,Morphine_IV,716,0,-716,True,-1.0
2024-04-06,Heparine,11674,0,-11674,True,-1.0
2024-04-06,Insuline,114088,0,-114088,True,-1.0
2024-04-07,Paracétamol_1g,4592,0,140255,False,30.5
2024-04-07,Antibiotiques,3111,0,-3111,True,-1.0
2024-04-07,Morphine_IV,771,0,-771,True,-1.0
2024-04-07,Heparine,11394,0,-11394,True,-1.0
2024-04-07,Insuline,112226,0,-112226,True,-1.0
2024-04-08,Paracétamol_1g,5169,0,135086,False,26.1
2024-04-08,Antibiotiques,3473,0,-3473,True,-1.0
2024-04-08,Morphine_IV,739,0,-739,True,-1.0
2024-04-08,Heparine,11714,0,-11714,True,-1.0
2024-04-08,Insuline,108471,0,-108471,True,-1.0
2024-04-09,Paracétamol_1g,4522,16200,146764,False,32.5
2024-04-09,Antibiotiques,3390,2916,-474,True,-0.1
2024-04-09,Morphine_IV,753,648,-105,True,-0.1
2024-04-09,Heparine,12271,9720,-2551,True,-0.2
2024-04-09,Insuline,108755,19440,-89315,True,-0.8
2024-04-10,Paracétamol_1g,4738,0,142026,False,30.0
2024-04-10,Antibiotiques,3244,0,-3244,True,-1.0
2024-04-10,Morphine_IV,785,0,-785,True,-1.0
2024-04-10,Heparine,11313,0,-11313,True,-1.0
2024-04-10,Insuline,110942,0,-110942,True,-1.0
2024-04-11,Paracétamol_1g,4498,16200,153728,False,34.2
2024-04-11,Antibiotiques,3397,2916,-481,True,-0.1
2024-04-11,Morphine_IV,747,648,-99,True,-0.1
2024-04-11,Heparine,11015,9720,-1295,True,-0.1
2024-04-11,Insuline,109593,19440,-90153,True,-0.8
2024-04-12,Paracétamol_1g,4869,0,148859,False,30.6
2024-04-12,Antibiotiques,3296,0,-3296,True,-1.0
2024-04-12,Morphine_IV,702,0,-702,True,-1.0
2024-04-12,Heparine,11088,0,-11088,True,-1.0
2024-04-12,Insuline,110785,0,-110785,True,-1.0
2024-04-13,Paracétamol_1g,4784,0,144075,False,30.1
2024-04-13,Antibiotiques,3623,0,-3623,True,-1.0
2024-04-13,Morphine_IV,715,0,-715,True,-1.0
2024-04-13,Heparine,11328,0,-11328,True,-1.0
2024-04-13,Insuline,110282,0,-110282,True,-1.0
2024-04-14,Paracétamol_1g,4590,0,139486,False,30.4
2024-04-14,Antibiotiques,3572,0,-3572,True,-1.0
2024-04-14,Morphine_IV,764,0,-764,True,-1.0
2024-04-14,Heparine,11361,0,-11361,True,-1.0
2024-04-14,Insuline,121376,0,-121376,True,-1.0
2024-04-15,Paracétamol_1g,5545,0,133941,False,24.2
2024-04-15,Antibiotiques,3243,0,-3243,True,-1.0
2024-04-15,Morphine_IV,764,0,-764,True,-1.0
2024-04-15,Heparine,11231,0,-11231,True,-1.0
2024-04-15,Insuline,109713,0,-109713,True,-1.0
2024-04-16,Paracétamol_1g,4824,16200,145316,False,30.1
2024-04-16,Antibiotiques,3283,2916,-367,True,-0.1
2024-04-16,Morphine_IV,759,648,-111,True,-0.1
2024-04-16,Heparine,9881,9720,-161,True,-0.0
2024-04-16,Insuline,119613,19440,-100173,True,-0.8
2024-04-17,Paracétamol_1g,4997,0,140319,False,28.1
2024-04-17,Antibiotiques,3219,0,-3219,True,-1.0
2024-04-17,Morphine_IV,744,0,-744,True,-1.0
2024-04-17,Heparine,11814,0,-11814,True,-1.0
2024-04-17,Insuline,115590,0,-115590,True,-1.0
2024-04-18,Paracétamol_1g,4856,16200,151664,False,31.2
2024-04-18,Antibiotiques,3603,2916,-687,True,-0.2
2024-04-18,Morphine_IV,761,648,-113,True,-0.1
2024-04-18,Heparine,11881,9720,-2161,True,-0.2
2024-04-18,Insuline,113351,19440,-93911,True,-0.8
2024-04-19,Paracétamol_1g,4954,0,146710,False,29.6
2024-04-19,Antibiotiques,3449,0,-3449,True,-1.0
2024-04-19,Morphine_IV,721,0,-721,True,-1.0
2024-04-19,Heparine,11601,0,-11601,True,-1.0
2024-04-19,Insuline,119306,0,-119306,True,-1.0
2024-04-20,Paracétamol_1g,4828,0,141882,False,29.4
2024-04-20,Antibiotiques,3254,0,-3254,True,-1.0
2024-04-20,Morphine_IV,729,0,-729,True,-1.0
2024-04-20,Heparine,10543,0,-10543,True,-1.0
2024-04-20,Insuline,118492,0,-118492,True,-1.0
2024-04-21,Paracétamol_1g,4732,0,137151,False,29.0
2024-04-21,Antibiotiques,3435,0,-3435,True,-1.0
2024-04-21,Morphine_IV,778,0,-778,True,-1.0
2024-04-21,Heparine,11853,0,-11853,True,-1.0
2024-04-21,Insuline,107910,0,-107910,True,-1.0
2024-04-22,Paracétamol_1g,4966,0,132185,False,26.6
2024-04-22,Antibiotiques,3697,0,-3697,True,-1.0
2024-04-22,Morphine_IV,779,0,-779,True,-1.0
2024-04-22,Heparine,11875,0,-11875,True,-1.0
2024-04-22,Insuline,120556,0,-120556,True,-1.0
2024-04-23,Paracétamol_1g,4485,16200,143900,False,32.1
2024-04-23,Antibiotiques,3489,2916,-573,True,-0.2
2024-04-23,Morphine_IV,731,648,-83,True,-0.1
2024-04-23,Heparine,11509,9720,-1789,True,-0.2
2024-04-23,Insuline,114495,19440,-95055,True,-0.8
2024-04-24,Paracétamol_1g,5170,0,138729,False,26.8
2024-04-24,Antibiotiques,3616,0,-3616,True,-1.0
2024-04-24,Morphine_IV,727,0,-727,True,-1.0
2024-04-24,Heparine,12294,0,-12294,True,-1.0
2024-04-24,Insuline,122618,0,-122618,True,-1.0
2024-04-25,Paracétamol_1g,4425,16200,150505,False,34.0
2024-04-25,Antibiotiques,3217,2916,-301,True,-0.1
2024-04-25,Morphine_IV,702,648,-54,True,-0.1
2024-04-25,Heparine,10767,9720,-1047,True,-0.1
2024-04-25,Insuline,119751,19440,-100311,True,-0.8
2024-04-26,Paracétamol_1g,4198,0,146306,False,34.8
2024-04-26,Antibiotiques,3323,0,-3323,True,-1.0
2024-04-26,Morphine_IV,739,0,-739,True,-1.0
2024-04-26,Heparine,11077,0,-11077,True,-1.0
2024-04-26,Insuline,100674,0,-100674,True,-1.0
2024-04-27,Paracétamol_1g,4432,0,141874,False,32.0
2024-04-27,Antibiotiques,3169,0,-3169,True,-1.0
2024-04-27,Morphine_IV,735,0,-735,True,-1.0
2024-04-27,Heparine,11327,0,-11327,True,-1.0
2024-04-27,Insuline,105030,0,-105030,True,-1.0
2024-04-28,Paracétamol_1g,4777,0,137097,False,28.7
2024-04-28,Antibiotiques,3623,0,-3623,True,-1.0
2024-04-28,Morphine_IV,744,0,-744,True,-1.0
2024-04-28,Heparine,11685,0,-11685,True,-1.0
2024-04-28,Insuline,109730,0,-109730,True,-1.0
2024-04-29,Paracétamol_1g,4790,0,132308,False,27.6
2024-04-29,Antibiotiques,3727,0,-3727,True,-1.0
2024-04-29,Morphine_IV,777,0,-777,True,-1.0
2024-04-29,Heparine,10715,0,-10715,True,-1.0
2024-04-29,Insuline,110226,0,-110226,True,-1.0
2024-04-30,Paracétamol_1g,4812,16200,143695,False,29.9
2024-04-30,Antibiotiques,3692,2916,-776,True,-0.2
2024-04-30,Morphine_IV,783,648,-135,True,-0.2
2024-04-30,Heparine,12251,9720,-2531,True,-0.2
2024-04-30,Insuline,119778,19440,-100338,True,-0.8
2024-05-01,Paracétamol_1g,4866,0,138829,False,28.5
2024-05-01,Antibiotiques,3746,0,-3746,True,-1.0
2024-05-01,Morphine_IV,856,0,-856,True,-1.0
2024-05-01,Heparine,11405,0,-11405,True,-1.0
2024-05-01,Insuline,121154,0,-121154,True,-1.0
2024-05-02,Paracétamol_1g,4890,16200,150139,False,30.7
2024-05-02,Antibiotiques,3647,2916,-731,True,-0.2
2024-05-02,Morphine_IV,800,648,-152,True,-0.2
2024-05-02,Heparine,11935,9720,-2215,True,-0.2
2024-05-02,Insuline,122374,19440,-102934,True,-0.8
2024-05-03,Paracétamol_1g,4257,0,145882,False,34.3
2024-05-03,Antibiotiques,3385,0,-3385,True,-1.0
2024-05-03,Morphine_IV,743,0,-743,True,-1.0
2024-05-03,Heparine,11983,0,-11983,True,-1.0
2024-05-03,Insuline,120251,0,-120251,True,-1.0
2024-05-04,Paracétamol_1g,4883,0,141000,False,28.9
2024-05-04,Antibiotiques,3511,0,-3511,True,-1.0
2024-05-04,Morphine_IV,681,0,-681,True,-1.0
2024-05-04,Heparine,11522,0,-11522,True,-1.0
2024-05-04,Insuline,112290,0,-112290,True,-1.0
2024-05-05,Paracétamol_1g,4492,0,136508,False,30.4
2024-05-05,Antibiotiques,3376,0,-3376,True,-1.0
2024-05-05,Morphine_IV,754,0,-754,True,-1.0
2024-05-05,Heparine,11956,0,-11956,True,-1.0
2024-05-05,Insuline,112260,0,-112260,True,-1.0
2024-05-06,Paracétamol_1g,4396,0,132113,False,30.1
2024-05-06,Antibiotiques,3595,0,-3595,True,-1.0
2024-05-06,Morphine_IV,805,0,-805,True,-1.0
2024-05-06,Heparine,12650,0,-12650,True,-1.0
2024-05-06,Insuline,110698,0,-110698,True,-1.0
2024-05-07,Paracétamol_1g,4561,16200,143752,False,31.5
2024-05-07,Antibiotiques,3425,2916,-509,True,-0.1
2024-05-07,Morphine_IV,755,648,-107,True,-0.1
2024-05-07,Heparine,11723,9720,-2003,True,-0.2
2024-05-07,Insuline,111033,19440,-91593,True,-0.8
2024-05-08,Paracétamol_1g,4970,0,138782,False,27.9
2024-05-08,Antibiotiques,3351,0,-3351,True,-1.0
2024-05-08,Morphine_IV,749,0,-749,True,-1.0
2024-05-08,Heparine,11711,0,-11711,True,-1.0
2024-05-08,Insuline,113214,0,-113214,True,-1.0
2024-05-09,Paracétamol_1g,4568,16200,150414,False,32.9
2024-05-09,Antibiotiques,3550,2916,-634,True,-0.2
2024-05-09,Morphine_IV,776,648,-128,True,-0.2
2024-05-09,Heparine,10741,9720,-1021,True,-0.1
2024-05-09,Insuline,110875,19440,-91435,True,-0.8
2024-05-10,Paracétamol_1g,4556,0,145857,False,32.0
2024-05-10,Antibiotiques,3129,0,-3129,True,-1.0
2024-05-10,Morphine_IV,899,0,-899,True,-1.0
2024-05-10,Heparine,11198,0,-11198,True,-1.0
2024-05-10,Insuline,113729,0,-113729,True,-1.0
2024-05-11,Paracétamol_1g,4521,0,141336,False,31.3
2024-05-11,Antibiotiques,3332,0,-3332,True,-1.0
2024-05-11,Morphine_IV,714,0,-714,True,-1.0
2024-05-11,Heparine,10305,0,-10305,True,-1.0
2024-05-11,Insuline,106147,0,-106147,True,-1.0
2024-05-12,Paracétamol_1g,5070,0,136266,False,26.9
2024-05-12,Antibiotiques,3537,0,-3537,True,-1.0
2024-05-12,Morphine_IV,740,0,-740,True,-1.0
2024-05-12,Heparine,10587,0,-10587,True,-1.0
2024-05-12,Insuline,101803,0,-101803,True,-1.0
2024-05-13,Paracétamol_1g,4677,0,131590,False,28.1
2024-05-13,Antibiotiques,3752,0,-3752,True,-1.0
2024-05-13,Morphine_IV,741,0,-741,True,-1.0
2024-05-13,Heparine,11300,0,-11300,True,-1.0
2024-05-13,Insuline,115631,0,-115631,True,-1.0
2024-05-14,Paracétamol_1g,4941,16200,142849,False,28.9
2024-05-14,Antibiotiques,3654,2916,-738,True,-0.2
2024-05-14,Morphine_IV,763,648,-115,True,-0.2
2024-05-14,Heparine,10587,9720,-867,True,-0.1
2024-05-14,Insuline,118509,19440,-99069,True,-0.8
2024-05-15,Paracétamol_1g,5204,0,137645,False,26.5
2024-05-15,Antibiotiques,3222,0,-3222,True,-1.0
2024-05-15,Morphine_IV,781,0,-781,True,-1.0
2024-05-15,Heparine,11111,0,-11111,True,-1.0
2024-05-15,Insuline,113297,0,-113297,True,-1.0
2024-05-16,Paracétamol_1g,4697,16200,149148,False,31.8
2024-05-16,Antibiotiques,3437,2916,-521,True,-0.2
2024-05-16,Morphine_IV,686,648,-38,True,-0.1
2024-05-16,Heparine,10814,9720,-1094,True,-0.1
2024-05-16,Insuline,124492,19440,-105052,True,-0.8
2024-05-17,Paracétamol_1g,4604,0,144544,False,31.4
2024-05-17,Antibiotiques,3084,0,-3084,True,-1.0
2024-05-17,Morphine_IV,776,0,-776,True,-1.0
2024-05-17,Heparine,12177,0,-12177,True,-1.0
2024-05-17,Insuline,116727,0,-116727,True,-1.0
2024-05-18,Paracétamol_1g,4513,0,140031,False,31.0
2024-05-18,Antibiotiques,3522,0,-3522,True,-1.0
2024-05-18,Morphine_IV,752,0,-752,True,-1.0
2024-05-18,Heparine,10551,0,-10551,True,-1.0
2024-05-18,Insuline,105336,0,-105336,True,-1.0
2024-05-19,Paracétamol_1g,4716,0,135316,False,28.7
2024-05-19,Antibiotiques,3608,0,-3608,True,-1.0
2024-05-19,Morphine_IV,710,0,-710,True,-1.0
2024-05-19,Heparine,9946,0,-9946,True,-1.0
2024-05-19,Insuline,108866,0,-108866,True,-1.0
2024-05-20,Paracétamol_1g,4611,0,130704,False,28.3
2024-05-20,Antibiotiques,3451,0,-3451,True,-1.0
2024-05-20,Morphine_IV,777,0,-777,True,-1.0
2024-05-20,Heparine,12804,0,-12804,True,-1.0
2024-05-20,Insuline,119880,0,-119880,True,-1.0
2024-05-21,Paracétamol_1g,4346,16200,142558,False,32.8
2024-05-21,Antibiotiques,3418,2916,-502,True,-0.1
2024-05-21,Morphine_IV,761,648,-113,True,-0.1
2024-05-21,Heparine,10734,9720,-1014,True,-0.1
2024-05-21,Insuline,111406,19440,-91966,True,-0.8
2024-05-22,Paracétamol_1g,5068,0,137490,False,27.1
2024-05-22,Antibiotiques,3365,0,-3365,True,-1.0
2024-05-22,Morphine_IV,821,0,-821,True,-1.0
2024-05-22,Heparine,11995,0,-11995,True,-1.0
2024-05-22,Insuline,123730,0,-123730,True,-1.0
2024-05-23,Paracétamol_1g,4882,16200,148809,False,30.5
2024-05-23,Antibiotiques,3511,2916,-595,True,-0.2
2024-05-23,Morphine_IV,782,648,-134,True,-0.2
2024-05-23,Heparine,11014,9720,-1294,True,-0.1
2024-05-23,Insuline,110882,19440,-91442,True,-0.8
2024-05-24,Paracétamol_1g,4480,0,144328,False,32.2
2024-05-24,Antibiotiques,3599,0,-3599,True,-1.0
2024-05-24,Morphine_IV,802,0,-802,True,-1.0
2024-05-24,Heparine,11410,0,-11410,True,-1.0
2024-05-24,Insuline,119931,0,-119931,True,-1.0
2024-05-25,Paracétamol_1g,4568,0,139760,False,30.6
2024-05-25,Antibiotiques,3221,0,-3221,True,-1.0
2024-05-25,Morphine_IV,737,0,-737,True,-1.0
2024-05-25,Heparine,11926,0,-11926,True,-1.0
2024-05-25,Insuline,108472,0,-108472,True,-1.0
2024-05-26,Paracétamol_1g,4453,0,135307,False,30.4
2024-05-26,Antibiotiques,3533,0,-3533,True,-1.0
2024-05-26,Morphine_IV,737,0,-737,True,-1.0
2024-05-26,Heparine,10458,0,-10458,True,-1.0
2024-05-26,Insuline,109685,0,-109685,True,-1.0
2024-05-27,Paracétamol_1g,4780,0,130527,False,27.3
2024-05-27,Antibiotiques,3038,0,-3038,True,-1.0
2024-05-27,Morphine_IV,759,0,-759,True,-1.0
2024-05-27,Heparine,10712,0,-10712,True,-1.0
2024-05-27,Insuline,118114,0,-118114,True,-1.0
2024-05-28,Paracétamol_1g,4683,16200,142044,False,30.3
2024-05-28,Antibiotiques,3644,2916,-728,True,-0.2
2024-05-28,Morphine_IV,731,648,-83,True,-0.1
2024-05-28,Heparine,11668,9720,-1948,True,-0.2
2024-05-28,Insuline,122745,19440,-103305,True,-0.8
2024-05-29,Paracétamol_1g,5033,0,137012,False,27.2
2024-05-29,Antibiotiques,3431,0,-3431,True,-1.0
2024-05-29,Morphine_IV,791,0,-791,True,-1.0
2024-05-29,Heparine,12026,0,-12026,True,-1.0
2024-05-29,Insuline,122587,0,-122587,True,-1.0
2024-05-30,Paracétamol_1g,4693,16200,148519,False,31.6
2024-05-30,Antibiotiques,3551,2916,-635,True,-0.2
2024-05-30,Morphine_IV,783,648,-135,True,-0.2
2024-05-30,Heparine,11533,9720,-1813,True,-0.2
2024-05-30,Insuline,121060,19440,-101620,True,-0.8
2024-05-31,Paracétamol_1g,4703,0,143817,False,30.6
2024-05-31,Antibiotiques,3436,0,-3436,True,-1.0
2024-05-31,Morphine_IV,678,0,-678,True,-1.0
2024-05-31,Heparine,11590,0,-11590,True,-1.0
2024-05-31,Insuline,116934,0,-116934,True,-1.0
2024-06-01,Paracétamol_1g,4487,0,139330,False,31.1
2024-06-01,Antibiotiques,3432,0,-3432,True,-1.0
2024-06-01,Morphine_IV,740,0,-740,True,-1.0
2024-06-01,Heparine,11047,0,-11047,True,-1.0
2024-06-01,Insuline,113560,0,-113560,True,-1.0
2024-06-02,Paracétamol_1g,4895,0,134435,False,27.5
2024-06-02,Antibiotiques,3311,0,-3311,True,-1.0
2024-06-02,Morphine_IV,747,0,-747,True,-1.0
2024-06-02,Heparine,11366,0,-11366,True,-1.0
2024-06-02,Insuline,115662,0,-115662,True,-1.0
2024-06-03,Paracétamol_1g,4391,0,130043,False,29.6
2024-06-03,Antibiotiques,3549,0,-3549,True,-1.0
2024-06-03,Morphine_IV,775,0,-775,True,-1.0
2024-06-03,Heparine,10973,0,-10973,True,-1.0
2024-06-03,Insuline,110680,0,-110680,True,-1.0
2024-06-04,Paracétamol_1g,5157,16200,141087,False,27.4
2024-06-04,Antibiotiques,3344,2916,-428,True,-0.1
2024-06-04,Morphine_IV,775,648,-127,True,-0.2
2024-06-04,Heparine,12530,9720,-2810,True,-0.2
2024-06-04,Insuline,117509,19440,-98069,True,-0.8
2024-06-05,Paracétamol_1g,5010,0,136077,False,27.2
2024-06-05,Antibiotiques,3256,0,-3256,True,-1.0
2024-06-05,Morphine_IV,739,0,-739,True,-1.0
2024-06-05,Heparine,11387,0,-11387,True,-1.0
2024-06-05,Insuline,107646,0,-107646,True,-1.0
2024-06-06,Paracétamol_1g,4356,16200,147921,False,34.0
2024-06-06,Antibiotiques,3314,2916,-398,True,-0.1
2024-06-06,Morphine_IV,814,648,-166,True,-0.2
2024-06-06,Heparine,12438,9720,-2718,True,-0.2
2024-06-06,Insuline,115970,19440,-96530,True,-0.8
2024-06-07,Paracétamol_1g,4896,0,143026,False,29.2
2024-06-07,Antibiotiques,3093,0,-3093,True,-1.0
2024-06-07,Morphine_IV,708,0,-708,True,-1.0
2024-06-07,Heparine,11128,0,-11128,True,-1.0
2024-06-07,Insuline,114081,0,-114081,True,-1.0
2024-06-08,Paracétamol_1g,4751,0,138275,False,29.1
2024-06-08,Antibiotiques,3588,0,-3588,True,-1.0
2024-06-08,Morphine_IV,706,0,-706,True,-1.0
2024-06-08,Heparine,11461,0,-11461,True,-1.0
2024-06-08,Insuline,114565,0,-114565,True,-1.0
2024-06-09,Paracétamol_1g,4489,0,133785,False,29.8
2024-06-09,Antibiotiques,3576,0,-3576,True,-1.0
2024-06-09,Morphine_IV,763,0,-763,True,-1.0
2024-06-09,Heparine,10736,0,-10736,True,-1.0
2024-06-09,Insuline,115083,0,-115083,True,-1.0
2024-06-10,Paracétamol_1g,4696,0,129089,False,27.5
2024-06-10,Antibiotiques,3709,0,-3709,True,-1.0
2024-06-10,Morphine_IV,792,0,-792,True,-1.0
2024-06-10,Heparine,11909,0,-11909,True,-1.0
2024-06-10,Insuline,108319,0,-108319,True,-1.0
2024-06-11,Paracétamol_1g,4887,16200,140402,False,28.7
2024-06-11,Antibiotiques,3159,2916,-243,True,-0.1
2024-06-11,Morphine_IV,769,648,-121,True,-0.2
2024-06-11,Heparine,11507,9720,-1787,True,-0.2
2024-06-11,Insuline,104694,19440,-85254,True,-0.8
2024-06-12,Paracétamol_1g,4460,0,135942,False,30.5
2024-06-12,Antibiotiques,3467,0,-3467,True,-1.0
2024-06-12,Morphine_IV,703,0,-703,True,-1.0
2024-06-12,Heparine,10814,0,-10814,True,-1.0
2024-06-12,Insuline,103117,0,-103117,True,-1.0
2024-06-13,Paracétamol_1g,4699,16200,147442,False,31.4
2024-06-13,Antibiotiques,3639,2916,-723,True,-0.2
2024-06-13,Morphine_IV,728,648,-80,True,-0.1
2024-06-13,Heparine,10728,9720,-1008,True,-0.1
2024-06-13,Insuline,118869,19440,-99429,True,-0.8
2024-06-14,Paracétamol_1g,4835,0,142608,False,29.5
2024-06-14,Antibiotiques,3389,0,-3389,True,-1.0
2024-06-14,Morphine_IV,770,0,-770,True,-1.0
2024-06-14,Heparine,11297,0,-11297,True,-1.0
2024-06-14,Insuline,124586,0,-124586,True,-1.0
2024-06-15,Paracétamol_1g,4485,0,138123,False,30.8
2024-06-15,Antibiotiques,3227,0,-3227,True,-1.0
2024-06-15,Morphine_IV,739,0,-739,True,-1.0
2024-06-15,Heparine,10984,0,-10984,True,-1.0
2024-06-15,Insuline,103914,0,-103914,True,-1.0
2024-06-16,Paracétamol_1g,4699,0,133424,False,28.4
2024-06-16,Antibiotiques,3639,0,-3639,True,-1.0
2024-06-16,Morphine_IV,682,0,-682,True,-1.0
2024-06-16,Heparine,12283,0,-12283,True,-1.0
2024-06-16,Insuline,97643,0,-97643,True,-1.0
2024-06-17,Paracétamol_1g,4701,0,128723,False,27.4
2024-06-17,Antibiotiques,3322,0,-3322,True,-1.0
2024-06-17,Morphine_IV,756,0,-756,True,-1.0
2024-06-17,Heparine,10566,0,-10566,True,-1.0
2024-06-17,Insuline,111809,0,-111809,True,-1.0
2024-06-18,Paracétamol_1g,4403,16200,140520,False,31.9
2024-06-18,Antibiotiques,3299,2916,-383,True,-0.1
2024-06-18,Morphine_IV,788,648,-140,True,-0.2
2024-06-18,Heparine,10591,9720,-871,True,-0.1
2024-06-18,Insuline,112835,19440,-93395,True,-0.8
2024-06-19,Paracétamol_1g,5373,0,135147,False,25.2
2024-06-19,Antibiotiques,3568,0,-3568,True,-1.0
2024-06-19,Morphine_IV,842,0,-842,True,-1.0
2024-06-19,Heparine,10768,0,-10768,True,-1.0
2024-06-19,Insuline,107385,0,-107385,True,-1.0
2024-06-20,Paracétamol_1g,5108,16200,146239,False,28.6
2024-06-20,Antibiotiques,3137,2916,-221,True,-0.1
2024-06-20,Morphine_IV,769,648,-121,True,-0.2
2024-06-20,Heparine,11453,9720,-1733,True,-0.2
2024-06-20,Insuline,113916,19440,-94476,True,-0.8
2024-06-21,Paracétamol_1g,4783,0,141456,False,29.6
2024-06-21,Antibiotiques,3655,0,-3655,True,-1.0
2024-06-21,Morphine_IV,750,0,-750,True,-1.0
2024-06-21,Heparine,11172,0,-11172,True,-1.0
2024-06-21,Insuline,111262,0,-111262,True,-1.0
2024-06-22,Paracétamol_1g,5081,0,136374,False,26.8
2024-06-22,Antibiotiques,3393,0,-3393,True,-1.0
2024-06-22,Morphine_IV,779,0,-779,True,-1.0
2024-06-22,Heparine,11284,0,-11284,True,-1.0
2024-06-22,Insuline,108582,0,-108582,True,-1.0
2024-06-23,Paracétamol_1g,4217,0,132158,False,31.3
2024-06-23,Antibiotiques,2912,0,-2912,True,-1.0
2024-06-23,Morphine_IV,753,0,-753,True,-1.0
2024-06-23,Heparine,11751,0,-11751,True,-1.0
2024-06-23,Insuline,106429,0,-106429,True,-1.0
2024-06-24,Paracétamol_1g,4786,0,127372,False,26.6
2024-06-24,Antibiotiques,3375,0,-3375,True,-1.0
2024-06-24,Morphine_IV,780,0,-780,True,-1.0
2024-06-24,Heparine,10768,0,-10768,True,-1.0
2024-06-24,Insuline,110452,0,-110452,True,-1.0
2024-06-25,Paracétamol_1g,4542,16200,139030,False,30.6
2024-06-25,Antibiotiques,3247,2916,-331,True,-0.1
2024-06-25,Morphine_IV,721,648,-73,True,-0.1
2024-06-25,Heparine,11373,9720,-1653,True,-0.1
2024-06-25,Insuline,117700,19440,-98260,True,-0.8
2024-06-26,Paracétamol_1g,4604,0,134426,False,29.2
2024-06-26,Antibiotiques,3163,0,-3163,True,-1.0
2024-06-26,Morphine_IV,757,0,-757,True,-1.0
2024-06-26,Heparine,10780,0,-10780,True,-1.0
2024-06-26,Insuline,104450,0,-104450,True,-1.0
2024-06-27,Paracétamol_1g,4717,16200,145909,False,30.9
2024-06-27,Antibiotiques,3291,2916,-375,True,-0.1
2024-06-27,Morphine_IV,772,648,-124,True,-0.2
2024-06-27,Heparine,10761,9720,-1041,True,-0.1
2024-06-27,Insuline,107993,19440,-88553,True,-0.8
2024-06-28,Paracétamol_1g,5416,0,140493,False,25.9
2024-06-28,Antibiotiques,3624,0,-3624,True,-1.0
2024-06-28,Morphine_IV,769,0,-769,True,-1.0
2024-06-28,Heparine,11399,0,-11399,True,-1.0
2024-06-28,Insuline,115663,0,-115663,True,-1.0
2024-06-29,Paracétamol_1g,4816,0,135678,False,28.2
2024-06-29,Antibiotiques,3177,0,-3177,True,-1.0
2024-06-29,Morphine_IV,664,0,-664,True,-1.0
2024-06-29,Heparine,11269,0,-11269,True,-1.0
2024-06-29,Insuline,116548,0,-116548,True,-1.0
2024-06-30,Paracétamol_1g,4839,0,130839,False,27.0
2024-06-30,Antibiotiques,3506,0,-3506,True,-1.0
2024-06-30,Morphine_IV,746,0,-746,True,-1.0
2024-06-30,Heparine,11518,0,-11518,True,-1.0
2024-06-30,Insuline,108423,0,-108423,True,-1.0
2024-07-01,Paracétamol_1g,4921,0,125918,False,25.6
2024-07-01,Antibiotiques,3345,0,-3345,True,-1.0
2024-07-01,Morphine_IV,778,0,-778,True,-1.0
2024-07-01,Heparine,10320,0,-10320,True,-1.0
2024-07-01,Insuline,117672,0,-117672,True,-1.0
2024-07-02,Paracétamol_1g,4535,16200,137583,False,30.3
2024-07-02,Antibiotiques,3335,2916,-419,True,-0.1
2024-07-02,Morphine_IV,754,648,-106,True,-0.1
2024-07-02,Heparine,11837,9720,-2117,True,-0.2
2024-07-02,Insuline,112864,19440,-93424,True,-0.8
2024-07-03,Paracétamol_1g,4634,0,132949,False,28.7
2024-07-03,Antibiotiques,3257,0,-3257,True,-1.0
2024-07-03,Morphine_IV,714,0,-714,True,-1.0
2024-07-03,Heparine,11539,0,-11539,True,-1.0
2024-07-03,Insuline,113407,0,-113407,True,-1.0
2024-07-04,Paracétamol_1g,4424,16200,144725,False,32.7
2024-07-04,Antibiotiques,3401,2916,-485,True,-0.1
2024-07-04,Morphine_IV,712,648,-64,True,-0.1
2024-07-04,Heparine,10435,9720,-715,True,-0.1
2024-07-04,Insuline,115467,19440,-96027,True,-0.8
2024-07-05,Paracétamol_1g,4429,0,140296,False,31.7
2024-07-05,Antibiotiques,3118,0,-3118,True,-1.0
2024-07-05,Morphine_IV,704,0,-704,True,-1.0
2024-07-05,Heparine,11273,0,-11273,True,-1.0
2024-07-05,Insuline,110408,0,-110408,True,-1.0
2024-07-06,Paracétamol_1g,4078,0,136218,False,33.4
2024-07-06,Antibiotiques,3238,0,-3238,True,-1.0
2024-07-06,Morphine_IV,720,0,-720,True,-1.0
2024-07-06,Heparine,11443,0,-11443,True,-1.0
2024-07-06,Insuline,111915,0,-111915,True,-1.0
2024-07-07,Paracétamol_1g,4316,0,131902,False,30.6
2024-07-07,Antibiotiques,3339,0,-3339,True,-1.0
2024-07-07,Morphine_IV,701,0,-701,True,-1.0
2024-07-07,Heparine,10790,0,-10790,True,-1.0
