date,service,lits_totaux,lits_occupes,taux_occupation
2024-05-05,MSN_(Neuro/Psy),202,152,0.751
2024-05-05,Pôle_31_(Infectieux),142,99,0.704
2024-05-05,Gériatrie,162,121,0.755
2024-05-05,ORPHé_(Onco/Hémato),294,214,0.733
2024-05-06,PRAGUES_(Réa/Pneumo),91,77,0.853
2024-05-06,Urgences_(Passage_court),121,110,0.915
2024-05-06,MSN_(Neuro/Psy),445,371,0.834
2024-05-06,Chirurgie,343,288,0.841
2024-05-06,Coeur_Metabolisme,223,179,0.806
2024-05-06,MSN_(Neuro/Psy),202,155,0.769
2024-05-06,Pôle_31_(Infectieux),142,100,0.709
2024-05-06,Gériatrie,162,112,0.7
2024-05-06,ORPHé_(Onco/Hémato),294,229,0.783
2024-05-07,PRAGUES_(Réa/Pneumo),91,77,0.861
2024-05-07,Urgences_(Passage_court),121,112,0.93
2024-05-07,MSN_(Neuro/Psy),445,349,0.785
2024-05-07,Chirurgie,343,285,0.833
2024-05-07,Coeur_Metabolisme,223,166,0.752
2024-05-07,MSN_(Neuro/Psy),202,167,0.831
2024-05-07,Pôle_31_(Infectieux),142,99,0.701
2024-05-07,Gériatrie,162,124,0.769
2024-05-07,ORPHé_(Onco/Hémato),294,220,0.754
2024-05-08,PRAGUES_(Réa/Pneumo),91,77,0.86
2024-05-08,Urgences_(Passage_court),121,106,0.872
2024-05-08,MSN_(Neuro/Psy),445,364,0.819
2024-05-08,Chirurgie,343,268,0.784
2024-05-08,Coeur_Metabolisme,223,172,0.777
2024-05-08,MSN_(Neuro/Psy),202,152,0.751
2024-05-08,Pôle_31_(Infectieux),142,96,0.69
2024-05-08,Gériatrie,162,119,0.739
2024-05-08,ORPHé_(Onco/Hémato),294,226,0.772
2024-05-09,PRAGUES_(Réa/Pneumo),91,78,0.872
2024-05-09,Urgences_(Passage_court),121,110,0.913
2024-05-09,MSN_(Neuro/Psy),445,372,0.836
2024-05-09,Chirurgie,343,282,0.822
2024-05-09,Coeur_Metabolisme,223,181,0.814
2024-05-09,MSN_(Neuro/Psy),202,156,0.775
2024-05-09,Pôle_31_(Infectieux),142,99,0.705
2024-05-09,Gériatrie,162,119,0.738
2024-05-09,ORPHé_(Onco/Hémato),294,227,0.777
2024-05-10,PRAGUES_(Réa/Pneumo),91,78,0.867
2024-05-10,Urgences_(Passage_court),121,117,0.966
2024-05-10,MSN_(Neuro/Psy),445,341,0.769
2024-05-10,Chirurgie,343,289,0.845
2024-05-10,Coeur_Metabolisme,223,173,0.78
2024-05-10,MSN_(Neuro/Psy),202,165,0.821
2024-05-10,Pôle_31_(Infectieux),142,96,0.688
2024-05-10,Gériatrie,162,121,0.751
2024-05-10,ORPHé_(Onco/Hémato),294,210,0.718
2024-05-11,PRAGUES_(Réa/Pneumo),91,81,0.896
2024-05-11,Urgences_(Passage_court),121,108,0.897
2024-05-11,MSN_(Neuro/Psy),445,353,0.795
2024-05-11,Chirurgie,343,267,0.781
2024-05-11,Coeur_Metabolisme,223,171,0.771
2024-05-11,MSN_(Neuro/Psy),202,154,0.765
2024-05-11,Pôle_31_(Infectieux),142,99,0.699
2024-05-11,Gériatrie,162,118,0.734
2024-05-11,ORPHé_(Onco/Hémato),294,228,0.781
2024-05-12,PRAGUES_(Réa/Pneumo),91,77,0.863
2024-05-12,Urgences_(Passage_court),121,109,0.906
2024-05-12,MSN_(Neuro/Psy),445,349,0.784
2024-05-12,Chirurgie,343,278,0.809
2024-05-12,Coeur_Metabolisme,223,162,0.729
2024-05-12,MSN_(Neuro/Psy),202,160,0.79
2024-05-12,Pôle_31_(Infectieux),142,99,0.701
2024-05-12,Gériatrie,162,118,0.736
2024-05-12,ORPHé_(Onco/Hémato),294,223,0.76
2024-05-13,PRAGUES_(Réa/Pneumo),91,75,0.831
2024-05-13,Urgences_(Passage_court),121,112,0.93
2024-05-13,MSN_(Neuro/Psy),445,350,0.787
2024-05-13,Chirurgie,343,295,0.858
2024-05-13,Coeur_Metabolisme,223,170,0.763
2024-05-13,MSN_(Neuro/Psy),202,153,0.76
2024-05-13,Pôle_31_(Infectieux),142,99,0.703
2024-05-13,Gériatrie,162,120,0.749
2024-05-13,ORPHé_(Onco/Hémato),294,230,0.787
2024-05-14,PRAGUES_(Réa/Pneumo),91,80,0.881
2024-05-14,Urgences_(Passage_court),121,108,0.892
2024-05-14,MSN_(Neuro/Psy),445,363,0.816
2024-05-14,Chirurgie,343,280,0.815
2024-05-14,Coeur_Metabolisme,223,173,0.782
2024-05-14,MSN_(Neuro/Psy),202,149,0.744
2024-05-14,Pôle_31_(Infectieux),142,101,0.719
2024-05-14,Gériatrie,162,117,0.725
2024-05-14,ORPHé_(Onco/Hémato),294,219,0.75
2024-05-15,PRAGUES_(Réa/Pneumo),91,78,0.873
2024-05-15,Urgences_(Passage_court),121,105,0.861
2024-05-15,MSN_(Neuro/Psy),445,367,0.823
2024-05-15,Chirurgie,343,278,0.808
2024-05-15,Coeur_Metabolisme,223,169,0.758
2024-05-15,MSN_(Neuro/Psy),202,153,0.76
2024-05-15,Pôle_31_(Infectieux),142,99,0.703
2024-05-15,Gériatrie,162,118,0.736
2024-05-15,ORPHé_(Onco/Hémato),294,228,0.779
2024-05-16,PRAGUES_(Réa/Pneumo),91,78,0.867
2024-05-16,Urgences_(Passage_court),121,107,0.882
2024-05-16,MSN_(Neuro/Psy),445,340,0.766
2024-05-16,Chirurgie,343,283,0.824
2024-05-16,Coeur_Metabolisme,223,183,0.828
2024-05-16,MSN_(Neuro/Psy),202,163,0.808
2024-05-16,Pôle_31_(Infectieux),142,95,0.676
2024-05-16,Gériatrie,162,119,0.741
2024-05-16,ORPHé_(Onco/Hémato),294,218,0.746
2024-05-17,PRAGUES_(Réa/Pneumo),91,80,0.878
2024-05-17,Urgences_(Passage_court),121,109,0.902
2024-05-17,MSN_(Neuro/Psy),445,357,0.803
2024-05-17,Chirurgie,343,282,0.821
2024-05-17,Coeur_Metabolisme,223,184,0.828
2024-05-17,MSN_(Neuro/Psy),202,152,0.752
2024-05-17,Pôle_31_(Infectieux),142,94,0.671
2024-05-17,Gériatrie,162,118,0.733
2024-05-17,ORPHé_(Onco/Hémato),294,224,0.763
2024-05-18,PRAGUES_(Réa/Pneumo),91,76,0.846
2024-05-18,Urgences_(Passage_court),121,110,0.916
2024-05-18,MSN_(Neuro/Psy),445,357,0.805
2024-05-18,Chirurgie,343,278,0.809
2024-05-18,Coeur_Metabolisme,223,167,0.753
2024-05-18,MSN_(Neuro/Psy),202,155,0.77
2024-05-18,Pôle_31_(Infectieux),142,102,0.73
2024-05-18,Gériatrie,162,120,0.744
2024-05-18,ORPHé_(Onco/Hémato),294,214,0.733
2024-05-19,PRAGUES_(Réa/Pneumo),91,78,0.865
2024-05-19,Urgences_(Passage_court),121,111,0.923
2024-05-19,MSN_(Neuro/Psy),445,339,0.764
2024-05-19,Chirurgie,343,275,0.798
2024-05-19,Coeur_Metabolisme,223,171,0.772
2024-05-19,MSN_(Neuro/Psy),202,154,0.765
2024-05-19,Pôle_31_(Infectieux),142,96,0.683
2024-05-19,Gériatrie,162,116,0.716
2024-05-19,ORPHé_(Onco/Hémato),294,222,0.756
2024-05-20,PRAGUES_(Réa/Pneumo),91,78,0.874
2024-05-20,Urgences_(Passage_court),121,110,0.912
2024-05-20,MSN_(Neuro/Psy),445,350,0.787
2024-05-20,Chirurgie,343,300,0.874
2024-05-20,Coeur_Metabolisme,223,177,0.801
2024-05-20,MSN_(Neuro/Psy),202,156,0.773
2024-05-20,Pôle_31_(Infectieux),142,102,0.728
2024-05-20,Gériatrie,162,118,0.733
2024-05-20,ORPHé_(Onco/Hémato),294,231,0.79
2024-05-21,PRAGUES_(Réa/Pneumo),91,80,0.883
2024-05-21,Urgences_(Passage_court),121,110,0.914
2024-05-21,MSN_(Neuro/Psy),445,363,0.817
2024-05-21,Chirurgie,343,265,0.774
2024-05-21,Coeur_Metabolisme,223,183,0.826
2024-05-21,MSN_(Neuro/Psy),202,155,0.768
2024-05-21,Pôle_31_(Infectieux),142,102,0.723
2024-05-21,Gériatrie,162,120,0.749
2024-05-21,ORPHé_(Onco/Hémato),294,223,0.76
2024-05-22,PRAGUES_(Réa/Pneumo),91,76,0.849
2024-05-22,Urgences_(Passage_court),121,111,0.919
2024-05-22,MSN_(Neuro/Psy),445,348,0.783
2024-05-22,Chirurgie,343,269,0.788
2024-05-22,Coeur_Metabolisme,223,181,0.816
2024-05-22,MSN_(Neuro/Psy),202,158,0.787
2024-05-22,Pôle_31_(Infectieux),142,99,0.703
2024-05-22,Gériatrie,162,121,0.755
2024-05-22,ORPHé_(Onco/Hémato),294,220,0.752
2024-05-23,PRAGUES_(Réa/Pneumo),91,86,0.939
2024-05-23,Urgences_(Passage_court),121,116,0.961
2024-05-23,MSN_(Neuro/Psy),445,339,0.764
2024-05-23,Chirurgie,343,278,0.807
2024-05-23,Coeur_Metabolisme,223,171,0.772
2024-05-23,MSN_(Neuro/Psy),202,153,0.761
2024-05-23,Pôle_31_(Infectieux),142,94,0.671
2024-05-23,Gériatrie,162,127,0.787
2024-05-23,ORPHé_(Onco/Hémato),294,230,0.787
2024-05-24,PRAGUES_(Réa/Pneumo),91,77,0.853
2024-05-24,Urgences_(Passage_court),121,111,0.917
2024-05-24,MSN_(Neuro/Psy),445,348,0.781
2024-05-24,Chirurgie,343,282,0.823
2024-05-24,Coeur_Metabolisme,223,172,0.774
2024-05-24,MSN_(Neuro/Psy),202,157,0.78
2024-05-24,Pôle_31_(Infectieux),142,101,0.721
2024-05-24,Gériatrie,162,124,0.764
2024-05-24,ORPHé_(Onco/Hémato),294,220,0.752
2024-05-25,PRAGUES_(Réa/Pneumo),91,78,0.876
2024-05-25,Urgences_(Passage_court),121,109,0.9
2024-05-25,MSN_(Neuro/Psy),445,351,0.789
2024-05-25,Chirurgie,343,295,0.858
2024-05-25,Coeur_Metabolisme,223,179,0.807
2024-05-25,MSN_(Neuro/Psy),202,155,0.77
2024-05-25,Pôle_31_(Infectieux),142,95,0.68
2024-05-25,Gériatrie,162,118,0.731
2024-05-25,ORPHé_(Onco/Hémato),294,218,0.744
2024-05-26,PRAGUES_(Réa/Pneumo),91,74,0.825
2024-05-26,Urgences_(Passage_court),121,107,0.88
2024-05-26,MSN_(Neuro/Psy),445,355,0.799
2024-05-26,Chirurgie,343,269,0.784
2024-05-26,Coeur_Metabolisme,223,163,0.734
2024-05-26,MSN_(Neuro/Psy),202,157,0.781
2024-05-26,Pôle_31_(Infectieux),142,92,0.655
2024-05-26,Gériatrie,162,118,0.73
2024-05-26,ORPHé_(Onco/Hémato),294,218,0.746
2024-05-27,PRAGUES_(Réa/Pneumo),91,81,0.89
2024-05-27,Urgences_(Passage_court),121,114,0.953
2024-05-27,MSN_(Neuro/Psy),445,354,0.796
2024-05-27,Chirurgie,343,276,0.801
2024-05-27,Coeur_Metabolisme,223,179,0.804
2024-05-27,MSN_(Neuro/Psy),202,162,0.805
2024-05-27,Pôle_31_(Infectieux),142,93,0.666
2024-05-27,Gériatrie,162,123,0.764
2024-05-27,ORPHé_(Onco/Hémato),294,224,0.764
2024-05-28,PRAGUES_(Réa/Pneumo),91,82,0.909
2024-05-28,Urgences_(Passage_court),121,109,0.902
2024-05-28,MSN_(Neuro/Psy),445,359,0.809
2024-05-28,Chirurgie,343,270,0.789
2024-05-28,Coeur_Metabolisme,223,167,0.753
2024-05-28,MSN_(Neuro/Psy),202,156,0.774
2024-05-28,Pôle_31_(Infectieux),142,95,0.681
2024-05-28,Gériatrie,162,120,0.747
2024-05-28,ORPHé_(Onco/Hémato),294,231,0.793
2024-05-29,PRAGUES_(Réa/Pneumo),91,78,0.869
2024-05-29,Urgences_(Passage_court),121,108,0.894
2024-05-29,MSN_(Neuro/Psy),445,335,0.755
2024-05-29,Chirurgie,343,284,0.83
2024-05-29,Coeur_Metabolisme,223,183,0.827
2024-05-29,MSN_(Neuro/Psy),202,158,0.787
2024-05-29,Pôle_31_(Infectieux),142,102,0.722
2024-05-29,Gériatrie,162,120,0.747
2024-05-29,ORPHé_(Onco/Hémato),294,225,0.769
2024-05-30,PRAGUES_(Réa/Pneumo),91,77,0.859
2024-05-30,Urgences_(Passage_court),121,111,0.923
2024-05-30,MSN_(Neuro/Psy),445,372,0.837
2024-05-30,Chirurgie,343,286,0.835
2024-05-30,Coeur_Metabolisme,223,172,0.773
2024-05-30,MSN_(Neuro/Psy),202,160,0.79
2024-05-30,Pôle_31_(Infectieux),142,96,0.686
2024-05-30,Gériatrie,162,119,0.738
2024-05-30,ORPHé_(Onco/Hémato),294,225,0.768
2024-05-31,PRAGUES_(Réa/Pneumo),91,77,0.859
2024-05-31,Urgences_(Passage_court),121,112,0.929
2024-05-31,MSN_(Neuro/Psy),445,371,0.834
2024-05-31,Chirurgie,343,289,0.844
2024-05-31,Coeur_Metabolisme,223,172,0.777
2024-05-31,MSN_(Neuro/Psy),202,157,0.78
2024-05-31,Pôle_31_(Infectieux),142,99,0.704
2024-05-31,Gériatrie,162,117,0.726
2024-05-31,ORPHé_(Onco/Hémato),294,222,0.755
2024-06-01,PRAGUES_(Réa/Pneumo),91,75,0.834
2024-06-01,Urgences_(Passage_court),121,108,0.893
2024-06-01,MSN_(Neuro/Psy),445,360,0.811
2024-06-01,Chirurgie,343,294,0.853
2024-06-01,Coeur_Metabolisme,223,173,0.782
2024-06-01,MSN_(Neuro/Psy),202,160,0.793
2024-06-01,Pôle_31_(Infectieux),142,101,0.718
2024-06-01,Gériatrie,162,117,0.724
2024-06-01,ORPHé_(Onco/Hémato),294,213,0.73
2024-06-02,PRAGUES_(Réa/Pneumo),91,75,0.829
2024-06-02,Urgences_(Passage_court),121,110,0.916
2024-06-02,MSN_(Neuro/Psy),445,351,0.788
2024-06-02,Chirurgie,343,285,0.833
2024-06-02,Coeur_Metabolisme,223,172,0.777
2024-06-02,MSN_(Neuro/Psy),202,160,0.793
2024-06-02,Pôle_31_(Infectieux),142,100,0.708
2024-06-02,Gériatrie,162,112,0.695
2024-06-02,ORPHé_(Onco/Hémato),294,225,0.769
2024-06-03,PRAGUES_(Réa/Pneumo),91,83,0.922
2024-06-03,Urgences_(Passage_court),121,116,0.961
2024-06-03,MSN_(Neuro/Psy),445,368,0.827
2024-06-03,Chirurgie,343,283,0.824
2024-06-03,Coeur_Metabolisme,223,175,0.793
2024-06-03,MSN_(Neuro/Psy),202,161,0.797
2024-06-03,Pôle_31_(Infectieux),142,100,0.711
2024-06-03,Gériatrie,162,114,0.713
2024-06-03,ORPHé_(Onco/Hémato),294,222,0.758
2024-06-04,PRAGUES_(Réa/Pneumo),91,80,0.884
2024-06-04,Urgences_(Passage_court),121,114,0.945
2024-06-04,MSN_(Neuro/Psy),445,376,0.846
2024-06-04,Chirurgie,343,279,0.813
2024-06-04,Coeur_Metabolisme,223,177,0.803
2024-06-04,MSN_(Neuro/Psy),202,154,0.766
2024-06-04,Pôle_31_(Infectieux),142,100,0.709
2024-06-04,Gériatrie,162,119,0.74
2024-06-04,ORPHé_(Onco/Hémato),294,216,0.739
2024-06-05,PRAGUES_(Réa/Pneumo),91,78,0.87
2024-06-05,Urgences_(Passage_court),121,112,0.928
2024-06-05,MSN_(Neuro/Psy),445,364,0.82
2024-06-05,Chirurgie,343,273,0.795
2024-06-05,Coeur_Metabolisme,223,173,0.778
2024-06-05,MSN_(Neuro/Psy),202,154,0.766
2024-06-05,Pôle_31_(Infectieux),142,101,0.715
2024-06-05,Gériatrie,162,119,0.741
2024-06-05,ORPHé_(Onco/Hémato),294,227,0.778
2024-06-06,PRAGUES_(Réa/Pneumo),91,80,0.886
2024-06-06,Urgences_(Passage_court),121,111,0.92
2024-06-06,MSN_(Neuro/Psy),445,363,0.817
2024-06-06,Chirurgie,343,299,0.871
2024-06-06,Coeur_Metabolisme,223,173,0.779
2024-06-06,MSN_(Neuro/Psy),202,155,0.768
2024-06-06,Pôle_31_(Infectieux),142,94,0.673
2024-06-06,Gériatrie,162,119,0.741
2024-06-06,ORPHé_(Onco/Hémato),294,223,0.76
2024-06-07,PRAGUES_(Réa/Pneumo),91,80,0.88
2024-06-07,Urgences_(Passage_court),121,112,0.93
2024-06-07,MSN_(Neuro/Psy),445,382,0.86
2024-06-07,Chirurgie,343,281,0.818
2024-06-07,Coeur_Metabolisme,223,170,0.767
2024-06-07,MSN_(Neuro/Psy),202,151,0.748
2024-06-07,Pôle_31_(Infectieux),142,100,0.71
2024-06-07,Gériatrie,162,119,0.743
2024-06-07,ORPHé_(Onco/Hémato),294,216,0.737
2024-06-08,PRAGUES_(Réa/Pneumo),91,75,0.837
2024-06-08,Urgences_(Passage_court),121,112,0.93
2024-06-08,MSN_(Neuro/Psy),445,354,0.797
2024-06-08,Chirurgie,343,275,0.798
2024-06-08,Coeur_Metabolisme,223,169,0.758
2024-06-08,MSN_(Neuro/Psy),202,151,0.745
2024-06-08,Pôle_31_(Infectieux),142,94,0.668
2024-06-08,Gériatrie,162,112,0.698
2024-06-08,ORPHé_(Onco/Hémato),294,216,0.736
2024-06-09,PRAGUES_(Réa/Pneumo),91,76,0.844
2024-06-09,Urgences_(Passage_court),121,114,0.948
2024-06-09,MSN_(Neuro/Psy),445,361,0.815
2024-06-09,Chirurgie,343,278,0.809
2024-06-09,Coeur_Metabolisme,223,169,0.762
2024-06-09,MSN_(Neuro/Psy),202,155,0.769
2024-06-09,Pôle_31_(Infectieux),142,94,0.673
2024-06-09,Gériatrie,162,113,0.707
2024-06-09,ORPHé_(Onco/Hémato),294,219,0.748
2024-06-10,PRAGUES_(Réa/Pneumo),91,78,0.867
2024-06-10,Urgences_(Passage_court),121,109,0.904
2024-06-10,MSN_(Neuro/Psy),445,358,0.808
2024-06-10,Chirurgie,343,270,0.789
2024-06-10,Coeur_Metabolisme,223,175,0.79
2024-06-10,MSN_(Neuro/Psy),202,167,0.829
2024-06-10,Pôle_31_(Infectieux),142,101,0.716
2024-06-10,Gériatrie,162,124,0.77
2024-06-10,ORPHé_(Onco/Hémato),294,241,0.822
2024-06-11,PRAGUES_(Réa/Pneumo),91,81,0.89
2024-06-11,Urgences_(Passage_court),121,108,0.891
2024-06-11,MSN_(Neuro/Psy),445,375,0.846
2024-06-11,Chirurgie,343,283,0.825
2024-06-11,Coeur_Metabolisme,223,182,0.819
2024-06-11,MSN_(Neuro/Psy),202,148,0.737
2024-06-11,Pôle_31_(Infectieux),142,99,0.703
2024-06-11,Gériatrie,162,119,0.736
2024-06-11,ORPHé_(Onco/Hémato),294,230,0.788
2024-06-12,PRAGUES_(Réa/Pneumo),91,77,0.859
2024-06-12,Urgences_(Passage_court),121,109,0.898
2024-06-12,MSN_(Neuro/Psy),445,372,0.838
2024-06-12,Chirurgie,343,279,0.813
2024-06-12,Coeur_Metabolisme,223,170,0.764
2024-06-12,MSN_(Neuro/Psy),202,165,0.822
2024-06-12,Pôle_31_(Infectieux),142,96,0.687
2024-06-12,Gériatrie,162,120,0.745
2024-06-12,ORPHé_(Onco/Hémato),294,230,0.788
2024-06-13,PRAGUES_(Réa/Pneumo),91,75,0.839
2024-06-13,Urgences_(Passage_court),121,110,0.914
2024-06-13,MSN_(Neuro/Psy),445,371,0.834
2024-06-13,Chirurgie,343,292,0.848
2024-06-13,Coeur_Metabolisme,223,169,0.759
2024-06-13,MSN_(Neuro/Psy),202,154,0.762
2024-06-13,Pôle_31_(Infectieux),142,99,0.701
2024-06-13,Gériatrie,162,120,0.747
2024-06-13,ORPHé_(Onco/Hémato),294,225,0.768
2024-06-14,PRAGUES_(Réa/Pneumo),91,78,0.865
2024-06-14,Urgences_(Passage_court),121,108,0.897
2024-06-14,MSN_(Neuro/Psy),445,357,0.804
2024-06-14,Chirurgie,343,287,0.838
2024-06-14,Coeur_Metabolisme,223,171,0.77
2024-06-14,MSN_(Neuro/Psy),202,155,0.771
2024-06-14,Pôle_31_(Infectieux),142,102,0.728
2024-06-14,Gériatrie,162,119,0.738
2024-06-14,ORPHé_(Onco/Hémato),294,219,0.748
2024-06-15,PRAGUES_(Réa/Pneumo),91,80,0.879
2024-06-15,Urgences_(Passage_court),121,110,0.912
2024-06-15,MSN_(Neuro/Psy),445,340,0.767
2024-06-15,Chirurgie,343,284,0.829
2024-06-15,Coeur_Metabolisme,223,165,0.746
2024-06-15,MSN_(Neuro/Psy),202,153,0.757
2024-06-15,Pôle_31_(Infectieux),142,96,0.684
2024-06-15,Gériatrie,162,117,0.723
2024-06-15,ORPHé_(Onco/Hémato),294,227,0.776
2024-06-16,PRAGUES_(Réa/Pneumo),91,73,0.808
2024-06-16,Urgences_(Passage_court),121,101,0.84
2024-06-16,MSN_(Neuro/Psy),445,337,0.76
2024-06-16,Chirurgie,343,292,0.848
2024-06-16,Coeur_Metabolisme,223,158,0.715
2024-06-16,MSN_(Neuro/Psy),202,153,0.758
2024-06-16,Pôle_31_(Infectieux),142,96,0.689
2024-06-16,Gériatrie,162,119,0.736
2024-06-16,ORPHé_(Onco/Hémato),294,217,0.742
2024-06-17,PRAGUES_(Réa/Pneumo),91,82,0.903
2024-06-17,Urgences_(Passage_court),121,110,0.912
2024-06-17,MSN_(Neuro/Psy),445,356,0.801
2024-06-17,Chirurgie,343,296,0.862
2024-06-17,Coeur_Metabolisme,223,177,0.799
2024-06-17,MSN_(Neuro/Psy),202,156,0.776
2024-06-17,Pôle_31_(Infectieux),142,91,0.648
2024-06-17,Gériatrie,162,118,0.733
2024-06-17,ORPHé_(Onco/Hémato),294,222,0.755
2024-06-18,PRAGUES_(Réa/Pneumo),91,77,0.859
2024-06-18,Urgences_(Passage_court),121,112,0.927
2024-06-18,MSN_(Neuro/Psy),445,377,0.849
2024-06-18,Chirurgie,343,284,0.828
2024-06-18,Coeur_Metabolisme,223,175,0.789
2024-06-18,MSN_(Neuro/Psy),202,153,0.756
2024-06-18,Pôle_31_(Infectieux),142,96,0.688
2024-06-18,Gériatrie,162,120,0.745
2024-06-18,ORPHé_(Onco/Hémato),294,228,0.782
2024-06-19,PRAGUES_(Réa/Pneumo),91,80,0.877
2024-06-19,Urgences_(Passage_court),121,107,0.88
2024-06-19,MSN_(Neuro/Psy),445,359,0.809
2024-06-19,Chirurgie,343,279,0.811
2024-06-19,Coeur_Metabolisme,223,179,0.807
2024-06-19,MSN_(Neuro/Psy),202,156,0.778
2024-06-19,Pôle_31_(Infectieux),142,100,0.71
2024-06-19,Gériatrie,162,114,0.709
2024-06-19,ORPHé_(Onco/Hémato),294,220,0.752
2024-06-20,PRAGUES_(Réa/Pneumo),91,78,0.867
2024-06-20,Urgences_(Passage_court),121,108,0.89
2024-06-20,MSN_(Neuro/Psy),445,371,0.834
2024-06-20,Chirurgie,343,296,0.862
2024-06-20,Coeur_Metabolisme,223,175,0.793
2024-06-20,MSN_(Neuro/Psy),202,163,0.808
2024-06-20,Pôle_31_(Infectieux),142,100,0.713
2024-06-20,Gériatrie,162,114,0.715
2024-06-20,ORPHé_(Onco/Hémato),294,218,0.747
2024-06-21,PRAGUES_(Réa/Pneumo),91,80,0.883
2024-06-21,Urgences_(Passage_court),121,110,0.909
2024-06-21,MSN_(Neuro/Psy),445,365,0.821
2024-06-21,Chirurgie,343,288,0.841
2024-06-21,Coeur_Metabolisme,223,166,0.749
2024-06-21,MSN_(Neuro/Psy),202,155,0.768
2024-06-21,Pôle_31_(Infectieux),142,98,0.697
2024-06-21,Gériatrie,162,127,0.789
2024-06-21,ORPHé_(Onco/Hémato),294,220,0.754
2024-06-22,PRAGUES_(Réa/Pneumo),91,83,0.915
2024-06-22,Urgences_(Passage_court),121,106,0.878
2024-06-22,MSN_(Neuro/Psy),445,364,0.819
2024-06-22,Chirurgie,343,276,0.802
2024-06-22,Coeur_Metabolisme,223,173,0.779
2024-06-22,MSN_(Neuro/Psy),202,145,0.718
2024-06-22,Pôle_31_(Infectieux),142,93,0.659
2024-06-22,Gériatrie,162,116,0.722
2024-06-22,ORPHé_(Onco/Hémato),294,223,0.76
2024-06-23,PRAGUES_(Réa/Pneumo),91,76,0.847
2024-06-23,Urgences_(Passage_court),121,107,0.888
2024-06-23,MSN_(Neuro/Psy),445,371,0.833
2024-06-23,Chirurgie,343,284,0.828
2024-06-23,Coeur_Metabolisme,223,167,0.756
2024-06-23,MSN_(Neuro/Psy),202,163,0.807
2024-06-23,Pôle_31_(Infectieux),142,94,0.671
2024-06-23,Gériatrie,162,107,0.666
2024-06-23,ORPHé_(Onco/Hémato),294,210,0.717
2024-06-24,PRAGUES_(Réa/Pneumo),91,75,0.829
2024-06-24,Urgences_(Passage_court),121,109,0.904
2024-06-24,MSN_(Neuro/Psy),445,381,0.857
2024-06-24,Chirurgie,343,280,0.817
2024-06-24,Coeur_Metabolisme,223,179,0.806
2024-06-24,MSN_(Neuro/Psy),202,162,0.803
2024-06-24,Pôle_31_(Infectieux),142,102,0.73
2024-06-24,Gériatrie,162,121,0.754
2024-06-24,ORPHé_(Onco/Hémato),294,218,0.746
2024-06-25,PRAGUES_(Réa/Pneumo),91,75,0.834
2024-06-25,Urgences_(Passage_court),121,107,0.885
2024-06-25,MSN_(Neuro/Psy),445,350,0.788
2024-06-25,Chirurgie,343,288,0.84
2024-06-25,Coeur_Metabolisme,223,173,0.781
2024-06-25,MSN_(Neuro/Psy),202,155,0.769
2024-06-25,Pôle_31_(Infectieux),142,101,0.719
2024-06-25,Gériatrie,162,119,0.739
2024-06-25,ORPHé_(Onco/Hémato),294,220,0.754
2024-06-26,PRAGUES_(Réa/Pneumo),91,80,0.886
2024-06-26,Urgences_(Passage_court),121,116,0.962
2024-06-26,MSN_(Neuro/Psy),445,372,0.837
2024-06-26,Chirurgie,343,283,0.824
2024-06-26,Coeur_Metabolisme,223,171,0.772
2024-06-26,MSN_(Neuro/Psy),202,154,0.763
2024-06-26,Pôle_31_(Infectieux),142,101,0.716
2024-06-26,Gériatrie,162,118,0.735
2024-06-26,ORPHé_(Onco/Hémato),294,228,0.781
2024-06-27,PRAGUES_(Réa/Pneumo),91,78,0.867
2024-06-27,Urgences_(Passage_court),121,112,0.93
2024-06-27,MSN_(Neuro/Psy),445,363,0.817
2024-06-27,Chirurgie,343,294,0.853
2024-06-27,Coeur_Metabolisme,223,173,0.779
2024-06-27,MSN_(Neuro/Psy),202,154,0.762
2024-06-27,Pôle_31_(Infectieux),142,101,0.716
2024-06-27,Gériatrie,162,125,0.772
2024-06-27,ORPHé_(Onco/Hémato),294,218,0.746
2024-06-28,PRAGUES_(Réa/Pneumo),91,85,0.933
2024-06-28,Urgences_(Passage_court),121,108,0.893
2024-06-28,MSN_(Neuro/Psy),445,361,0.814
2024-06-28,Chirurgie,343,277,0.805
2024-06-28,Coeur_Metabolisme,223,179,0.804
2024-06-28,MSN_(Neuro/Psy),202,165,0.817
2024-06-28,Pôle_31_(Infectieux),142,101,0.722
2024-06-28,Gériatrie,162,121,0.756
2024-06-28,ORPHé_(Onco/Hémato),294,227,0.778
2024-06-29,PRAGUES_(Réa/Pneumo),91,78,0.874
2024-06-29,Urgences_(Passage_court),121,107,0.887
2024-06-29,MSN_(Neuro/Psy),445,346,0.778
2024-06-29,Chirurgie,343,283,0.827
2024-06-29,Coeur_Metabolisme,223,180,0.812
2024-06-29,MSN_(Neuro/Psy),202,155,0.769
2024-06-29,Pôle_31_(Infectieux),142,99,0.705
2024-06-29,Gériatrie,162,113,0.703
2024-06-29,ORPHé_(Onco/Hémato),294,216,0.738
2024-06-30,PRAGUES_(Réa/Pneumo),91,72,0.793
2024-06-30,Urgences_(Passage_court),121,106,0.875
2024-06-30,MSN_(Neuro/Psy),445,346,0.779
2024-06-30,Chirurgie,343,280,0.816
2024-06-30,Coeur_Metabolisme,223,172,0.777
2024-06-30,MSN_(Neuro/Psy),202,153,0.756
