date,service,equipement,quantite_totale,en_service,disponible,taux_utilisation
2023-08-14,Médecine,Perfuseurs,450,340,110,0.756
2023-08-14,Médecine,Échos,30,22,8,0.74
2023-08-14,Médecine,Défibrillateurs,20,11,9,0.591
2023-08-14,Médecine,Respirateurs,20,12,8,0.638
2023-08-14,Chirurgie,Moniteurs,60,47,13,0.784
2023-08-14,Chirurgie,Perfuseurs,250,170,80,0.68
2023-08-14,Chirurgie,Échos,25,15,10,0.631
2023-08-14,Chirurgie,Défibrillateurs,20,12,8,0.602
2023-08-14,Chirurgie,Respirateurs,10,6,4,0.626
2023-08-14,Imagerie,IRM,5,4,1,0.918
2023-08-14,Imagerie,Scanners,4,3,1,0.89
2023-08-14,Imagerie,Échos,15,10,5,0.688
2023-08-14,Urgences,Moniteurs,25,18,7,0.758
2023-08-14,Urgences,Perfuseurs,35,24,11,0.701
2023-08-14,Urgences,Défibrillateurs,15,8,7,0.569
2023-08-15,Réanimation,Respirateurs,120,75,45,0.631
2023-08-15,Réanimation,Moniteurs,90,64,26,0.712
2023-08-15,Réanimation,Perfuseurs,100,75,25,0.758
2023-08-15,Réanimation,Défibrillateurs,25,14,11,0.593
2023-08-15,Réanimation,Ventilateurs_NIV,80,62,18,0.782
2023-08-15,Réanimation,Échos,10,7,3,0.706
2023-08-15,Médecine,Moniteurs,180,142,38,0.793
2023-08-15,Médecine,Perfuseurs,450,311,139,0.691
2023-08-15,Médecine,Échos,30,20,10,0.692
2023-08-15,Médecine,Défibrillateurs,20,13,7,0.659
2023-08-15,Médecine,Respirateurs,20,12,8,0.631
2023-08-15,Chirurgie,Moniteurs,60,45,15,0.759
2023-08-15,Chirurgie,Perfuseurs,250,193,57,0.774
2023-08-15,Chirurgie,Échos,25,17,8,0.712
2023-08-15,Chirurgie,Défibrillateurs,20,11,9,0.579
2023-08-15,Chirurgie,Respirateurs,10,6,4,0.667
2023-08-15,Imagerie,IRM,5,4,1,0.914
2023-08-15,Imagerie,Scanners,4,3,1,0.958
2023-08-15,Imagerie,Échos,15,10,5,0.693
2023-08-15,Urgences,Moniteurs,25,19,6,0.79
2023-08-15,Urgences,Perfuseurs,35,25,10,0.739
2023-08-15,Urgences,Défibrillateurs,15,9,6,0.625
2023-08-16,Réanimation,Respirateurs,120,74,46,0.618
2023-08-16,Réanimation,Moniteurs,90,70,20,0.78
2023-08-16,Réanimation,Perfuseurs,100,74,26,0.74
2023-08-16,Réanimation,Défibrillateurs,25,14,11,0.595
2023-08-16,Réanimation,Ventilateurs_NIV,80,62,18,0.775
2023-08-16,Réanimation,Échos,10,7,3,0.757
2023-08-16,Médecine,Moniteurs,180,146,34,0.815
2023-08-16,Médecine,Perfuseurs,450,344,106,0.765
2023-08-16,Médecine,Échos,30,21,9,0.705
2023-08-16,Médecine,Défibrillateurs,20,12,8,0.618
2023-08-16,Médecine,Respirateurs,20,14,6,0.7
2023-08-16,Chirurgie,Moniteurs,60,50,10,0.836
2023-08-16,Chirurgie,Perfuseurs,250,180,70,0.723
2023-08-16,Chirurgie,Échos,25,15,10,0.633
2023-08-16,Chirurgie,Défibrillateurs,20,11,9,0.596
2023-08-16,Chirurgie,Respirateurs,10,6,4,0.681
2023-08-16,Imagerie,IRM,5,4,1,0.903
2023-08-16,Imagerie,Scanners,4,3,1,0.867
2023-08-16,Imagerie,Échos,15,10,5,0.693
2023-08-16,Urgences,Moniteurs,25,20,5,0.82
2023-08-16,Urgences,Perfuseurs,35,27,8,0.797
2023-08-16,Urgences,Défibrillateurs,15,8,7,0.592
2023-08-17,Réanimation,Respirateurs,120,81,39,0.678
2023-08-17,Réanimation,Moniteurs,90,73,17,0.816
2023-08-17,Réanimation,Perfuseurs,100,68,32,0.684
2023-08-17,Réanimation,Défibrillateurs,25,13,12,0.541
2023-08-17,Réanimation,Ventilateurs_NIV,80,60,20,0.757
2023-08-17,Réanimation,Échos,10,6,4,0.685
2023-08-17,Médecine,Moniteurs,180,134,46,0.748
2023-08-17,Médecine,Perfuseurs,450,315,135,0.702
2023-08-17,Médecine,Échos,30,20,10,0.676
2023-08-17,Médecine,Défibrillateurs,20,12,8,0.626
2023-08-17,Médecine,Respirateurs,20,13,7,0.659
2023-08-17,Chirurgie,Moniteurs,60,45,15,0.765
2023-08-17,Chirurgie,Perfuseurs,250,184,66,0.737
2023-08-17,Chirurgie,Échos,25,16,9,0.659
2023-08-17,Chirurgie,Défibrillateurs,20,11,9,0.575
2023-08-17,Chirurgie,Respirateurs,10,6,4,0.64
2023-08-17,Imagerie,IRM,5,4,1,0.95
2023-08-17,Imagerie,Scanners,4,3,1,0.851
2023-08-17,Imagerie,Échos,15,9,6,0.658
2023-08-17,Urgences,Moniteurs,25,21,4,0.876
2023-08-17,Urgences,Perfuseurs,35,26,9,0.767
2023-08-17,Urgences,Défibrillateurs,15,9,6,0.644
2023-08-18,Réanimation,Respirateurs,120,80,40,0.671
2023-08-18,Réanimation,Moniteurs,90,68,22,0.766
2023-08-18,Réanimation,Perfuseurs,100,72,28,0.724
2023-08-18,Réanimation,Défibrillateurs,25,14,11,0.588
2023-08-18,Réanimation,Ventilateurs_NIV,80,57,23,0.718
2023-08-18,Réanimation,Échos,10,6,4,0.694
2023-08-18,Médecine,Moniteurs,180,146,34,0.813
2023-08-18,Médecine,Perfuseurs,450,331,119,0.736
2023-08-18,Médecine,Échos,30,23,7,0.774
2023-08-18,Médecine,Défibrillateurs,20,12,8,0.637
2023-08-18,Médecine,Respirateurs,20,12,8,0.62
2023-08-18,Chirurgie,Moniteurs,60,46,14,0.777
2023-08-18,Chirurgie,Perfuseurs,250,173,77,0.693
2023-08-18,Chirurgie,Échos,25,17,8,0.703
2023-08-18,Chirurgie,Défibrillateurs,20,11,9,0.579
2023-08-18,Chirurgie,Respirateurs,10,6,4,0.696
2023-08-18,Imagerie,IRM,5,4,1,0.975
2023-08-18,Imagerie,Scanners,4,3,1,0.84
2023-08-18,Imagerie,Échos,15,11,4,0.736
2023-08-18,Urgences,Moniteurs,25,20,5,0.837
2023-08-18,Urgences,Perfuseurs,35,26,9,0.749
2023-08-18,Urgences,Défibrillateurs,15,8,7,0.588
2023-08-19,Réanimation,Respirateurs,120,76,44,0.642
2023-08-19,Réanimation,Moniteurs,90,72,18,0.81
2023-08-19,Réanimation,Perfuseurs,100,72,28,0.723
2023-08-19,Réanimation,Défibrillateurs,25,16,9,0.649
2023-08-19,Réanimation,Ventilateurs_NIV,80,55,25,0.688
2023-08-19,Réanimation,Échos,10,6,4,0.693
2023-08-19,Médecine,Moniteurs,180,148,32,0.824
2023-08-19,Médecine,Perfuseurs,450,307,143,0.684
2023-08-19,Médecine,Échos,30,20,10,0.684
2023-08-19,Médecine,Défibrillateurs,20,11,9,0.575
2023-08-19,Médecine,Respirateurs,20,13,7,0.695
2023-08-19,Chirurgie,Moniteurs,60,49,11,0.83
2023-08-19,Chirurgie,Perfuseurs,250,185,65,0.742
2023-08-19,Chirurgie,Échos,25,16,9,0.674
2023-08-19,Chirurgie,Défibrillateurs,20,12,8,0.605
2023-08-19,Chirurgie,Respirateurs,10,6,4,0.654
2023-08-19,Imagerie,IRM,5,4,1,0.887
2023-08-19,Imagerie,Scanners,4,3,1,0.915
2023-08-19,Imagerie,Échos,15,10,5,0.729
2023-08-19,Urgences,Moniteurs,25,19,6,0.769
2023-08-19,Urgences,Perfuseurs,35,26,9,0.757
2023-08-19,Urgences,Défibrillateurs,15,8,7,0.583
2023-08-20,Réanimation,Respirateurs,120,81,39,0.676
2023-08-20,Réanimation,Moniteurs,90,66,24,0.739
2023-08-20,Réanimation,Perfuseurs,100,78,22,0.786
2023-08-20,Réanimation,Défibrillateurs,25,16,9,0.643
2023-08-20,Réanimation,Ventilateurs_NIV,80,58,22,0.726
2023-08-20,Réanimation,Échos,10,6,4,0.694
2023-08-20,Médecine,Moniteurs,180,136,44,0.757
2023-08-20,Médecine,Perfuseurs,450,324,126,0.721
2023-08-20,Médecine,Échos,30,21,9,0.704
2023-08-20,Médecine,Défibrillateurs,20,12,8,0.634
2023-08-20,Médecine,Respirateurs,20,13,7,0.662
2023-08-20,Chirurgie,Moniteurs,60,49,11,0.831
2023-08-20,Chirurgie,Perfuseurs,250,178,72,0.714
2023-08-20,Chirurgie,Échos,25,17,8,0.699
2023-08-20,Chirurgie,Défibrillateurs,20,10,10,0.547
2023-08-20,Chirurgie,Respirateurs,10,6,4,0.648
2023-08-20,Imagerie,IRM,5,4,1,0.872
2023-08-20,Imagerie,Scanners,4,3,1,0.927
2023-08-20,Imagerie,Échos,15,10,5,0.696
2023-08-20,Urgences,Moniteurs,25,21,4,0.847
2023-08-20,Urgences,Perfuseurs,35,25,10,0.734
2023-08-20,Urgences,Défibrillateurs,15,9,6,0.613
2023-08-21,Réanimation,Respirateurs,120,71,49,0.597
2023-08-21,Réanimation,Moniteurs,90,74,16,0.828
2023-08-21,Réanimation,Perfuseurs,100,76,24,0.769
2023-08-21,Réanimation,Défibrillateurs,25,14,11,0.573
2023-08-21,Réanimation,Ventilateurs_NIV,80,56,24,0.711
2023-08-21,Réanimation,Échos,10,7,3,0.718
2023-08-21,Médecine,Moniteurs,180,136,44,0.756
2023-08-21,Médecine,Perfuseurs,450,356,94,0.792
2023-08-21,Médecine,Échos,30,19,11,0.661
2023-08-21,Médecine,Défibrillateurs,20,11,9,0.576
2023-08-21,Médecine,Respirateurs,20,12,8,0.625
2023-08-21,Chirurgie,Moniteurs,60,50,10,0.847
2023-08-21,Chirurgie,Perfuseurs,250,197,53,0.79
2023-08-21,Chirurgie,Échos,25,17,8,0.696
2023-08-21,Chirurgie,Défibrillateurs,20,13,7,0.655
2023-08-21,Chirurgie,Respirateurs,10,6,4,0.678
2023-08-21,Imagerie,IRM,5,4,1,0.954
2023-08-21,Imagerie,Scanners,4,3,1,0.865
2023-08-21,Imagerie,Échos,15,10,5,0.705
2023-08-21,Urgences,Moniteurs,25,20,5,0.84
2023-08-21,Urgences,Perfuseurs,35,25,10,0.722
2023-08-21,Urgences,Défibrillateurs,15,9,6,0.629
2023-08-22,Réanimation,Respirateurs,120,78,42,0.653
2023-08-22,Réanimation,Moniteurs,90,75,15,0.842
2023-08-22,Réanimation,Perfuseurs,100,75,25,0.758
2023-08-22,Réanimation,Défibrillateurs,25,14,11,0.596
2023-08-22,Réanimation,Ventilateurs_NIV,80,55,25,0.697
2023-08-22,Réanimation,Échos,10,7,3,0.757
2023-08-22,Médecine,Moniteurs,180,148,32,0.826
2023-08-22,Médecine,Perfuseurs,450,347,103,0.771
2023-08-22,Médecine,Échos,30,22,8,0.745
2023-08-22,Médecine,Défibrillateurs,20,12,8,0.631
2023-08-22,Médecine,Respirateurs,20,12,8,0.601
2023-08-22,Chirurgie,Moniteurs,60,48,12,0.807
2023-08-22,Chirurgie,Perfuseurs,250,179,71,0.717
2023-08-22,Chirurgie,Échos,25,17,8,0.72
2023-08-22,Chirurgie,Défibrillateurs,20,12,8,0.622
2023-08-22,Chirurgie,Respirateurs,10,6,4,0.615
2023-08-22,Imagerie,IRM,5,4,1,0.915
2023-08-22,Imagerie,Scanners,4,3,1,0.936
2023-08-22,Imagerie,Échos,15,10,5,0.705
2023-08-22,Urgences,Moniteurs,25,19,6,0.768
2023-08-22,Urgences,Perfuseurs,35,26,9,0.756
2023-08-22,Urgences,Défibrillateurs,15,8,7,0.577
2023-08-23,Réanimation,Respirateurs,120,73,47,0.614
2023-08-23,Réanimation,Moniteurs,90,70,20,0.782
2023-08-23,Réanimation,Perfuseurs,100,77,23,0.777
2023-08-23,Réanimation,Défibrillateurs,25,13,12,0.527
2023-08-23,Réanimation,Ventilateurs_NIV,80,62,18,0.775
2023-08-23,Réanimation,Échos,10,7,3,0.711
2023-08-23,Médecine,Moniteurs,180,139,41,0.775
2023-08-23,Médecine,Perfuseurs,450,308,142,0.686
2023-08-23,Médecine,Échos,30,21,9,0.716
2023-08-23,Médecine,Défibrillateurs,20,12,8,0.613
2023-08-23,Médecine,Respirateurs,20,11,9,0.6
2023-08-23,Chirurgie,Moniteurs,60,48,12,0.809
2023-08-23,Chirurgie,Perfuseurs,250,180,70,0.723
2023-08-23,Chirurgie,Échos,25,19,6,0.78
2023-08-23,Chirurgie,Défibrillateurs,20,12,8,0.615
2023-08-23,Chirurgie,Respirateurs,10,6,4,0.64
2023-08-23,Imagerie,IRM,5,4,1,0.89
2023-08-23,Imagerie,Scanners,4,3,1,0.866
2023-08-23,Imagerie,Échos,15,9,6,0.636
2023-08-23,Urgences,Moniteurs,25,19,6,0.796
2023-08-23,Urgences,Perfuseurs,35,26,9,0.757
2023-08-23,Urgences,Défibrillateurs,15,8,7,0.587
2023-08-24,Réanimation,Respirateurs,120,78,42,0.653
2023-08-24,Réanimation,Moniteurs,90,73,17,0.822
2023-08-24,Réanimation,Perfuseurs,100,70,30,0.707
2023-08-24,Réanimation,Défibrillateurs,25,15,10,0.634
2023-08-24,Réanimation,Ventilateurs_NIV,80,61,19,0.769
2023-08-24,Réanimation,Échos,10,6,4,0.683
2023-08-24,Médecine,Moniteurs,180,135,45,0.754
2023-08-24,Médecine,Perfuseurs,450,308,142,0.685
2023-08-24,Médecine,Échos,30,20,10,0.671
2023-08-24,Médecine,Défibrillateurs,20,12,8,0.603
2023-08-24,Médecine,Respirateurs,20,13,7,0.67
2023-08-24,Chirurgie,Moniteurs,60,52,8,0.882
2023-08-24,Chirurgie,Perfuseurs,250,177,73,0.71
2023-08-24,Chirurgie,Échos,25,17,8,0.707
2023-08-24,Chirurgie,Défibrillateurs,20,11,9,0.581
2023-08-24,Chirurgie,Respirateurs,10,6,4,0.651
2023-08-24,Imagerie,IRM,5,4,1,0.928
2023-08-24,Imagerie,Scanners,4,3,1,0.841
2023-08-24,Imagerie,Échos,15,9,6,0.665
2023-08-24,Urgences,Moniteurs,25,19,6,0.773
2023-08-24,Urgences,Perfuseurs,35,27,8,0.779
2023-08-24,Urgences,Défibrillateurs,15,9,6,0.616
2023-08-25,Réanimation,Respirateurs,120,76,44,0.64
2023-08-25,Réanimation,Moniteurs,90,66,24,0.741
2023-08-25,Réanimation,Perfuseurs,100,75,25,0.756
2023-08-25,Réanimation,Défibrillateurs,25,14,11,0.596
2023-08-25,Réanimation,Ventilateurs_NIV,80,56,24,0.702
2023-08-25,Réanimation,Échos,10,7,3,0.754
2023-08-25,Médecine,Moniteurs,180,136,44,0.758
2023-08-25,Médecine,Perfuseurs,450,344,106,0.766
2023-08-25,Médecine,Échos,30,18,12,0.632
2023-08-25,Médecine,Défibrillateurs,20,11,9,0.552
2023-08-25,Médecine,Respirateurs,20,12,8,0.641
2023-08-25,Chirurgie,Moniteurs,60,48,12,0.816
2023-08-25,Chirurgie,Perfuseurs,250,182,68,0.729
2023-08-25,Chirurgie,Échos,25,18,7,0.741
2023-08-25,Chirurgie,Défibrillateurs,20,11,9,0.593
2023-08-25,Chirurgie,Respirateurs,10,5,5,0.599
2023-08-25,Imagerie,IRM,5,4,1,0.978
2023-08-25,Imagerie,Scanners,4,3,1,0.91
2023-08-25,Imagerie,Échos,15,10,5,0.733
2023-08-25,Urgences,Moniteurs,25,19,6,0.795
2023-08-25,Urgences,Perfuseurs,35,25,10,0.728
2023-08-25,Urgences,Défibrillateurs,15,8,7,0.558
2023-08-26,Réanimation,Respirateurs,120,73,47,0.609
2023-08-26,Réanimation,Moniteurs,90,75,15,0.836
2023-08-26,Réanimation,Perfuseurs,100,76,24,0.762
2023-08-26,Réanimation,Défibrillateurs,25,14,11,0.575
2023-08-26,Réanimation,Ventilateurs_NIV,80,62,18,0.782
2023-08-26,Réanimation,Échos,10,6,4,0.689
2023-08-26,Médecine,Moniteurs,180,149,31,0.83
2023-08-26,Médecine,Perfuseurs,450,338,112,0.751
2023-08-26,Médecine,Échos,30,21,9,0.709
2023-08-26,Médecine,Défibrillateurs,20,12,8,0.627
2023-08-26,Médecine,Respirateurs,20,13,7,0.691
2023-08-26,Chirurgie,Moniteurs,60,46,14,0.767
2023-08-26,Chirurgie,Perfuseurs,250,180,70,0.72
2023-08-26,Chirurgie,Échos,25,18,7,0.721
2023-08-26,Chirurgie,Défibrillateurs,20,12,8,0.636
2023-08-26,Chirurgie,Respirateurs,10,6,4,0.632
2023-08-26,Imagerie,IRM,5,4,1,0.95
2023-08-26,Imagerie,Scanners,4,3,1,0.853
2023-08-26,Imagerie,Échos,15,9,6,0.606
2023-08-26,Urgences,Moniteurs,25,20,5,0.827
2023-08-26,Urgences,Perfuseurs,35,24,11,0.701
2023-08-26,Urgences,Défibrillateurs,15,8,7,0.546
2023-08-27,Réanimation,Respirateurs,120,82,38,0.691
2023-08-27,Réanimation,Moniteurs,90,67,23,0.75
2023-08-27,Réanimation,Perfuseurs,100,74,26,0.743
2023-08-27,Réanimation,Défibrillateurs,25,14,11,0.597
2023-08-27,Réanimation,Ventilateurs_NIV,80,55,25,0.692
2023-08-27,Réanimation,Échos,10,7,3,0.724
2023-08-27,Médecine,Moniteurs,180,154,26,0.859
2023-08-27,Médecine,Perfuseurs,450,355,95,0.791
2023-08-27,Médecine,Échos,30,18,12,0.617
2023-08-27,Médecine,Défibrillateurs,20,13,7,0.665
2023-08-27,Médecine,Respirateurs,20,13,7,0.663
2023-08-27,Chirurgie,Moniteurs,60,50,10,0.847
2023-08-27,Chirurgie,Perfuseurs,250,199,51,0.799
2023-08-27,Chirurgie,Échos,25,17,8,0.689
2023-08-27,Chirurgie,Défibrillateurs,20,11,9,0.574
2023-08-27,Chirurgie,Respirateurs,10,6,4,0.61
2023-08-27,Imagerie,IRM,5,4,1,0.944
2023-08-27,Imagerie,Scanners,4,3,1,0.823
2023-08-27,Imagerie,Échos,15,11,4,0.76
2023-08-27,Urgences,Moniteurs,25,20,5,0.813
2023-08-27,Urgences,Perfuseurs,35,24,11,0.699
2023-08-27,Urgences,Défibrillateurs,15,8,7,0.594
2023-08-28,Réanimation,Respirateurs,120,81,39,0.683
2023-08-28,Réanimation,Moniteurs,90,68,22,0.759
2023-08-28,Réanimation,Perfuseurs,100,64,36,0.646
2023-08-28,Réanimation,Défibrillateurs,25,14,11,0.592
2023-08-28,Réanimation,Ventilateurs_NIV,80,54,26,0.685
2023-08-28,Réanimation,Échos,10,7,3,0.733
2023-08-28,Médecine,Moniteurs,180,137,43,0.763
2023-08-28,Médecine,Perfuseurs,450,335,115,0.746
2023-08-28,Médecine,Échos,30,20,10,0.691
2023-08-28,Médecine,Défibrillateurs,20,11,9,0.564
2023-08-28,Médecine,Respirateurs,20,13,7,0.654
2023-08-28,Chirurgie,Moniteurs,60,48,12,0.813
2023-08-28,Chirurgie,Perfuseurs,250,196,54,0.787
2023-08-28,Chirurgie,Échos,25,15,10,0.639
2023-08-28,Chirurgie,Défibrillateurs,20,12,8,0.633
2023-08-28,Chirurgie,Respirateurs,10,6,4,0.638
2023-08-28,Imagerie,IRM,5,4,1,0.898
2023-08-28,Imagerie,Scanners,4,3,1,0.835
2023-08-28,Imagerie,Échos,15,11,4,0.743
2023-08-28,Urgences,Moniteurs,25,21,4,0.846
2023-08-28,Urgences,Perfuseurs,35,23,12,0.677
2023-08-28,Urgences,Défibrillateurs,15,9,6,0.624
2023-08-29,Réanimation,Respirateurs,120,79,41,0.665
2023-08-29,Réanimation,Moniteurs,90,72,18,0.805
2023-08-29,Réanimation,Perfuseurs,100,73,27,0.731
2023-08-29,Réanimation,Défibrillateurs,25,14,11,0.599
2023-08-29,Réanimation,Ventilateurs_NIV,80,54,26,0.678
2023-08-29,Réanimation,Échos,10,6,4,0.628
2023-08-29,Médecine,Moniteurs,180,139,41,0.773
2023-08-29,Médecine,Perfuseurs,450,321,129,0.715
2023-08-29,Médecine,Échos,30,19,11,0.654
2023-08-29,Médecine,Défibrillateurs,20,11,9,0.559
2023-08-29,Médecine,Respirateurs,20,12,8,0.624
2023-08-29,Chirurgie,Moniteurs,60,49,11,0.827
2023-08-29,Chirurgie,Perfuseurs,250,188,62,0.755
2023-08-29,Chirurgie,Échos,25,16,9,0.655
2023-08-29,Chirurgie,Défibrillateurs,20,12,8,0.6
2023-08-29,Chirurgie,Respirateurs,10,5,5,0.598
2023-08-29,Imagerie,IRM,5,4,1,0.924
2023-08-29,Imagerie,Scanners,4,3,1,0.895
2023-08-29,Imagerie,Échos,15,10,5,0.683
2023-08-29,Urgences,Moniteurs,25,20,5,0.8
2023-08-29,Urgences,Perfuseurs,35,27,8,0.778
2023-08-29,Urgences,Défibrillateurs,15,9,6,0.633
2023-08-30,Réanimation,Respirateurs,120,77,43,0.65
2023-08-30,Réanimation,Moniteurs,90,68,22,0.761
2023-08-30,Réanimation,Perfuseurs,100,75,25,0.751
2023-08-30,Réanimation,Défibrillateurs,25,13,12,0.559
2023-08-30,Réanimation,Ventilateurs_NIV,80,60,20,0.754
2023-08-30,Réanimation,Échos,10,6,4,0.686
2023-08-30,Médecine,Moniteurs,180,145,35,0.811
2023-08-30,Médecine,Perfuseurs,450,318,132,0.707
2023-08-30,Médecine,Échos,30,21,9,0.719
2023-08-30,Médecine,Défibrillateurs,20,11,9,0.599
2023-08-30,Médecine,Respirateurs,20,13,7,0.689
2023-08-30,Chirurgie,Moniteurs,60,48,12,0.816
2023-08-30,Chirurgie,Perfuseurs,250,198,52,0.792
2023-08-30,Chirurgie,Échos,25,17,8,0.691
2023-08-30,Chirurgie,Défibrillateurs,20,11,9,0.583
2023-08-30,Chirurgie,Respirateurs,10,6,4,0.672
2023-08-30,Imagerie,IRM,5,4,1,0.886
2023-08-30,Imagerie,Scanners,4,3,1,0.864
2023-08-30,Imagerie,Échos,15,10,5,0.69
2023-08-30,Urgences,Moniteurs,25,20,5,0.816
2023-08-30,Urgences,Perfuseurs,35,24,11,0.693
2023-08-30,Urgences,Défibrillateurs,15,9,6,0.637
2023-08-31,Réanimation,Respirateurs,120,79,41,0.664
2023-08-31,Réanimation,Moniteurs,90,73,17,0.822
2023-08-31,Réanimation,Perfuseurs,100,75,25,0.755
2023-08-31,Réanimation,Défibrillateurs,25,14,11,0.57
2023-08-31,Réanimation,Ventilateurs_NIV,80,62,18,0.775
2023-08-31,Réanimation,Échos,10,6,4,0.697
2023-08-31,Médecine,Moniteurs,180,153,27,0.85
2023-08-31,Médecine,Perfuseurs,450,347,103,0.772
2023-08-31,Médecine,Échos,30,22,8,0.742
2023-08-31,Médecine,Défibrillateurs,20,12,8,0.602
2023-08-31,Médecine,Respirateurs,20,12,8,0.644
2023-08-31,Chirurgie,Moniteurs,60,46,14,0.782
2023-08-31,Chirurgie,Perfuseurs,250,185,65,0.742
2023-08-31,Chirurgie,Échos,25,18,7,0.721
2023-08-31,Chirurgie,Défibrillateurs,20,12,8,0.629
2023-08-31,Chirurgie,Respirateurs,10,6,4,0.613
2023-08-31,Imagerie,IRM,5,4,1,0.928
2023-08-31,Imagerie,Scanners,4,3,1,0.856
2023-08-31,Imagerie,Échos,15,10,5,0.686
2023-08-31,Urgences,Moniteurs,25,18,7,0.751
2023-08-31,Urgences,Perfuseurs,35,25,10,0.735
2023-08-31,Urgences,Défibrillateurs,15,8,7,0.566
2023-09-01,Réanimation,Respirateurs,120,76,44,0.634
2023-09-01,Réanimation,Moniteurs,90,72,18,0.801
2023-09-01,Réanimation,Perfuseurs,100,86,14,0.869
2023-09-01,Réanimation,Défibrillateurs,25,16,9,0.656
2023-09-01,Réanimation,Ventilateurs_NIV,80,60,20,0.752
2023-09-01,Réanimation,Échos,10,6,4,0.69
2023-09-01,Médecine,Moniteurs,180,150,30,0.838
2023-09-01,Médecine,Perfuseurs,450,339,111,0.755
2023-09-01,Médecine,Échos,30,22,8,0.763
2023-09-01,Médecine,Défibrillateurs,20,11,9,0.583
2023-09-01,Médecine,Respirateurs,20,11,9,0.597
2023-09-01,Chirurgie,Moniteurs,60,49,11,0.823
2023-09-01,Chirurgie,Perfuseurs,250,191,59,0.767
2023-09-01,Chirurgie,Échos,25,17,8,0.707
2023-09-01,Chirurgie,Défibrillateurs,20,11,9,0.581
2023-09-01,Chirurgie,Respirateurs,10,6,4,0.629
2023-09-01,Imagerie,IRM,5,4,1,0.97
2023-09-01,Imagerie,Scanners,4,3,1,0.851
2023-09-01,Imagerie,Échos,15,10,5,0.681
2023-09-01,Urgences,Moniteurs,25,20,5,0.809
2023-09-01,Urgences,Perfuseurs,35,25,10,0.742
2023-09-01,Urgences,Défibrillateurs,15,9,6,0.634
2023-09-02,Réanimation,Respirateurs,120,78,42,0.656
2023-09-02,Réanimation,Moniteurs,90,73,17,0.818
2023-09-02,Réanimation,Perfuseurs,100,79,21,0.799
2023-09-02,Réanimation,Défibrillateurs,25,14,11,0.587
2023-09-02,Réanimation,Ventilateurs_NIV,80,58,22,0.732
2023-09-02,Réanimation,Échos,10,6,4,0.635
2023-09-02,Médecine,Moniteurs,180,153,27,0.854
2023-09-02,Médecine,Perfuseurs,450,339,111,0.754
2023-09-02,Médecine,Échos,30,20,10,0.697
2023-09-02,Médecine,Défibrillateurs,20,12,8,0.612
2023-09-02,Médecine,Respirateurs,20,12,8,0.641
2023-09-02,Chirurgie,Moniteurs,60,45,15,0.764
2023-09-02,Chirurgie,Perfuseurs,250,175,75,0.701
2023-09-02,Chirurgie,Échos,25,17,8,0.689
2023-09-02,Chirurgie,Défibrillateurs,20,12,8,0.604
2023-09-02,Chirurgie,Respirateurs,10,5,5,0.589
2023-09-02,Imagerie,IRM,5,4,1,0.933
2023-09-02,Imagerie,Scanners,4,3,1,0.873
2023-09-02,Imagerie,Échos,15,10,5,0.719
2023-09-02,Urgences,Moniteurs,25,19,6,0.795
2023-09-02,Urgences,Perfuseurs,35,25,10,0.741
2023-09-02,Urgences,Défibrillateurs,15,8,7,0.596
2023-09-03,Réanimation,Respirateurs,120,82,38,0.688
2023-09-03,Réanimation,Moniteurs,90,72,18,0.809
2023-09-03,Réanimation,Perfuseurs,100,78,22,0.783
2023-09-03,Réanimation,Défibrillateurs,25,16,9,0.655
2023-09-03,Réanimation,Ventilateurs_NIV,80,62,18,0.784
2023-09-03,Réanimation,Échos,10,7,3,0.721
2023-09-03,Médecine,Moniteurs,180,148,32,0.824
2023-09-03,Médecine,Perfuseurs,450,347,103,0.772
2023-09-03,Médecine,Échos,30,19,11,0.656
2023-09-03,Médecine,Défibrillateurs,20,11,9,0.558
2023-09-03,Médecine,Respirateurs,20,12,8,0.626
2023-09-03,Chirurgie,Moniteurs,60,51,9,0.851
2023-09-03,Chirurgie,Perfuseurs,250,173,77,0.695
2023-09-03,Chirurgie,Échos,25,18,7,0.74
2023-09-03,Chirurgie,Défibrillateurs,20,12,8,0.602
2023-09-03,Chirurgie,Respirateurs,10,6,4,0.634
2023-09-03,Imagerie,IRM,5,4,1,0.965
2023-09-03,Imagerie,Scanners,4,3,1,0.902
2023-09-03,Imagerie,Échos,15,9,6,0.662
2023-09-03,Urgences,Moniteurs,25,19,6,0.784
2023-09-03,Urgences,Perfuseurs,35,26,9,0.752
2023-09-03,Urgences,Défibrillateurs,15,9,6,0.629
2023-09-04,Réanimation,Respirateurs,120,79,41,0.665
2023-09-04,Réanimation,Moniteurs,90,69,21,0.769
2023-09-04,Réanimation,Perfuseurs,100,72,28,0.72
2023-09-04,Réanimation,Défibrillateurs,25,14,11,0.571
2023-09-04,Réanimation,Ventilateurs_NIV,80,57,23,0.724
2023-09-04,Réanimation,Échos,10,6,4,0.688
2023-09-04,Médecine,Moniteurs,180,152,28,0.847
2023-09-04,Médecine,Perfuseurs,450,356,94,0.792
2023-09-04,Médecine,Échos,30,19,11,0.658
2023-09-04,Médecine,Défibrillateurs,20,12,8,0.642
2023-09-04,Médecine,Respirateurs,20,12,8,0.636
2023-09-04,Chirurgie,Moniteurs,60,47,13,0.786
