date,service,equipement,quantite_totale,en_service,disponible,taux_utilisation
2024-03-21,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.624
2024-03-22,PRAGUES_(Réa/Pneumo),Respirateurs,127,83,44,0.65
2024-03-22,PRAGUES_(Réa/Pneumo),Moniteurs,95,82,13,0.866
2024-03-22,PRAGUES_(Réa/Pneumo),Perfuseurs,106,81,25,0.76
2024-03-22,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.591
2024-03-22,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,61,24,0.732
2024-03-22,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.683
2024-03-22,MSN_(Neuro/Psy),Moniteurs,191,153,38,0.803
2024-03-22,MSN_(Neuro/Psy),Perfuseurs,477,354,123,0.744
2024-03-22,MSN_(Neuro/Psy),Échos,32,22,10,0.704
2024-03-22,MSN_(Neuro/Psy),Défibrillateurs,21,14,7,0.658
2024-03-22,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.668
2024-03-22,Chirurgie,Moniteurs,64,50,14,0.795
2024-03-22,Chirurgie,Perfuseurs,265,211,54,0.796
2024-03-22,Chirurgie,Échos,26,18,8,0.709
2024-03-22,Chirurgie,Défibrillateurs,21,12,9,0.586
2024-03-22,Chirurgie,Respirateurs,11,6,5,0.636
2024-03-22,Imagerie,IRM,5,4,1,0.878
2024-03-22,Imagerie,Scanners,4,3,1,0.845
2024-03-22,Imagerie,Échos,16,11,5,0.715
2024-03-22,Urgences_(Passage_court),Moniteurs,26,20,6,0.764
2024-03-22,Urgences_(Passage_court),Perfuseurs,37,26,11,0.739
2024-03-22,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.619
2024-03-23,PRAGUES_(Réa/Pneumo),Respirateurs,127,83,44,0.654
2024-03-23,PRAGUES_(Réa/Pneumo),Moniteurs,95,80,15,0.843
2024-03-23,PRAGUES_(Réa/Pneumo),Perfuseurs,106,82,24,0.78
2024-03-23,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.581
2024-03-23,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,64,21,0.753
2024-03-23,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.71
2024-03-23,MSN_(Neuro/Psy),Moniteurs,191,154,37,0.809
2024-03-23,MSN_(Neuro/Psy),Perfuseurs,477,369,108,0.775
2024-03-23,MSN_(Neuro/Psy),Échos,32,21,11,0.679
2024-03-23,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.607
2024-03-23,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.683
2024-03-23,Chirurgie,Moniteurs,64,50,14,0.797
2024-03-23,Chirurgie,Perfuseurs,265,201,64,0.762
2024-03-23,Chirurgie,Échos,26,18,8,0.69
2024-03-23,Chirurgie,Défibrillateurs,21,13,8,0.615
2024-03-23,Chirurgie,Respirateurs,11,6,5,0.664
2024-03-23,Imagerie,IRM,5,4,1,0.98
2024-03-23,Imagerie,Scanners,4,3,1,0.848
2024-03-23,Imagerie,Échos,16,11,5,0.704
2024-03-23,Urgences_(Passage_court),Moniteurs,26,21,5,0.818
2024-03-23,Urgences_(Passage_court),Perfuseurs,37,29,8,0.777
2024-03-23,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.624
2024-03-24,PRAGUES_(Réa/Pneumo),Respirateurs,127,85,42,0.674
2024-03-24,PRAGUES_(Réa/Pneumo),Moniteurs,95,81,14,0.853
2024-03-24,PRAGUES_(Réa/Pneumo),Perfuseurs,106,74,32,0.709
2024-03-24,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,16,10,0.603
2024-03-24,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,64,21,0.756
2024-03-24,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.721
2024-03-24,MSN_(Neuro/Psy),Moniteurs,191,162,29,0.854
2024-03-24,MSN_(Neuro/Psy),Perfuseurs,477,346,131,0.725
2024-03-24,MSN_(Neuro/Psy),Échos,32,23,9,0.745
2024-03-24,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.572
2024-03-24,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.667
2024-03-24,Chirurgie,Moniteurs,64,53,11,0.848
2024-03-24,Chirurgie,Perfuseurs,265,198,67,0.749
2024-03-24,Chirurgie,Échos,26,18,8,0.699
2024-03-24,Chirurgie,Défibrillateurs,21,11,10,0.539
2024-03-24,Chirurgie,Respirateurs,11,6,5,0.609
2024-03-24,Imagerie,IRM,5,4,1,0.944
2024-03-24,Imagerie,Scanners,4,3,1,0.831
2024-03-24,Imagerie,Échos,16,11,5,0.698
2024-03-24,Urgences_(Passage_court),Moniteurs,26,18,8,0.699
2024-03-24,Urgences_(Passage_court),Perfuseurs,37,26,11,0.719
2024-03-24,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.607
2024-03-25,PRAGUES_(Réa/Pneumo),Respirateurs,127,86,41,0.676
2024-03-25,PRAGUES_(Réa/Pneumo),Moniteurs,95,77,18,0.814
2024-03-25,PRAGUES_(Réa/Pneumo),Perfuseurs,106,76,30,0.722
2024-03-25,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,16,10,0.609
2024-03-25,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,61,24,0.737
2024-03-25,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.691
2024-03-25,MSN_(Neuro/Psy),Moniteurs,191,149,42,0.786
2024-03-25,MSN_(Neuro/Psy),Perfuseurs,477,363,114,0.76
2024-03-25,MSN_(Neuro/Psy),Échos,32,21,11,0.686
2024-03-25,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.61
2024-03-25,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.663
2024-03-25,Chirurgie,Moniteurs,64,50,14,0.797
2024-03-25,Chirurgie,Perfuseurs,265,206,59,0.777
2024-03-25,Chirurgie,Échos,26,17,9,0.68
2024-03-25,Chirurgie,Défibrillateurs,21,12,9,0.581
2024-03-25,Chirurgie,Respirateurs,11,6,5,0.662
2024-03-25,Imagerie,IRM,5,4,1,0.84
2024-03-25,Imagerie,Scanners,4,3,1,0.835
2024-03-25,Imagerie,Échos,16,10,6,0.634
2024-03-25,Urgences_(Passage_court),Moniteurs,26,21,5,0.819
2024-03-25,Urgences_(Passage_court),Perfuseurs,37,25,12,0.702
2024-03-25,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.565
2024-03-26,PRAGUES_(Réa/Pneumo),Respirateurs,127,78,49,0.622
2024-03-26,PRAGUES_(Réa/Pneumo),Moniteurs,95,74,21,0.779
2024-03-26,PRAGUES_(Réa/Pneumo),Perfuseurs,106,74,32,0.708
2024-03-26,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.586
2024-03-26,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,63,22,0.749
2024-03-26,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.728
2024-03-26,MSN_(Neuro/Psy),Moniteurs,191,154,37,0.806
2024-03-26,MSN_(Neuro/Psy),Perfuseurs,477,346,131,0.725
2024-03-26,MSN_(Neuro/Psy),Échos,32,22,10,0.701
2024-03-26,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.626
2024-03-26,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.668
2024-03-26,Chirurgie,Moniteurs,64,48,16,0.754
2024-03-26,Chirurgie,Perfuseurs,265,192,73,0.727
2024-03-26,Chirurgie,Échos,26,17,9,0.671
2024-03-26,Chirurgie,Défibrillateurs,21,12,9,0.563
2024-03-26,Chirurgie,Respirateurs,11,6,5,0.694
2024-03-26,Imagerie,IRM,5,4,1,0.846
2024-03-26,Imagerie,Scanners,4,3,1,0.858
2024-03-26,Imagerie,Échos,16,11,5,0.698
2024-03-26,Urgences_(Passage_court),Moniteurs,26,19,7,0.757
2024-03-26,Urgences_(Passage_court),Perfuseurs,37,29,8,0.774
2024-03-26,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.571
2024-03-27,PRAGUES_(Réa/Pneumo),Respirateurs,127,78,49,0.624
2024-03-27,PRAGUES_(Réa/Pneumo),Moniteurs,95,78,17,0.832
2024-03-27,PRAGUES_(Réa/Pneumo),Perfuseurs,106,88,18,0.836
2024-03-27,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.589
2024-03-27,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,63,22,0.75
2024-03-27,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.703
2024-03-27,MSN_(Neuro/Psy),Moniteurs,191,146,45,0.768
2024-03-27,MSN_(Neuro/Psy),Perfuseurs,477,368,109,0.772
2024-03-27,MSN_(Neuro/Psy),Échos,32,23,9,0.764
2024-03-27,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.58
2024-03-27,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.655
2024-03-27,Chirurgie,Moniteurs,64,49,15,0.779
2024-03-27,Chirurgie,Perfuseurs,265,177,88,0.671
2024-03-27,Chirurgie,Échos,26,19,7,0.723
2024-03-27,Chirurgie,Défibrillateurs,21,12,9,0.589
2024-03-27,Chirurgie,Respirateurs,11,6,5,0.64
2024-03-27,Imagerie,IRM,5,4,1,0.927
2024-03-27,Imagerie,Scanners,4,3,1,0.861
2024-03-27,Imagerie,Échos,16,11,5,0.723
2024-03-27,Urgences_(Passage_court),Moniteurs,26,20,6,0.783
2024-03-27,Urgences_(Passage_court),Perfuseurs,37,28,9,0.75
2024-03-27,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.558
2024-03-28,PRAGUES_(Réa/Pneumo),Respirateurs,127,83,44,0.652
2024-03-28,PRAGUES_(Réa/Pneumo),Moniteurs,95,78,17,0.827
2024-03-28,PRAGUES_(Réa/Pneumo),Perfuseurs,106,83,23,0.786
2024-03-28,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,16,10,0.629
2024-03-28,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,65,20,0.768
2024-03-28,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.711
2024-03-28,MSN_(Neuro/Psy),Moniteurs,191,148,43,0.778
2024-03-28,MSN_(Neuro/Psy),Perfuseurs,477,353,124,0.741
2024-03-28,MSN_(Neuro/Psy),Échos,32,22,10,0.718
2024-03-28,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.607
2024-03-28,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.684
2024-03-28,Chirurgie,Moniteurs,64,51,13,0.816
2024-03-28,Chirurgie,Perfuseurs,265,198,67,0.749
2024-03-28,Chirurgie,Échos,26,16,10,0.62
2024-03-28,Chirurgie,Défibrillateurs,21,13,8,0.618
2024-03-28,Chirurgie,Respirateurs,11,6,5,0.605
2024-03-28,Imagerie,IRM,5,4,1,0.925
2024-03-28,Imagerie,Scanners,4,3,1,0.805
2024-03-28,Imagerie,Échos,16,11,5,0.696
2024-03-28,Urgences_(Passage_court),Moniteurs,26,21,5,0.815
2024-03-28,Urgences_(Passage_court),Perfuseurs,37,28,9,0.752
2024-03-28,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.626
2024-03-29,PRAGUES_(Réa/Pneumo),Respirateurs,127,78,49,0.622
2024-03-29,PRAGUES_(Réa/Pneumo),Moniteurs,95,76,19,0.808
2024-03-29,PRAGUES_(Réa/Pneumo),Perfuseurs,106,80,26,0.754
2024-03-29,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.586
2024-03-29,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,61,24,0.736
2024-03-29,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.685
2024-03-29,MSN_(Neuro/Psy),Moniteurs,191,148,43,0.782
2024-03-29,MSN_(Neuro/Psy),Perfuseurs,477,353,124,0.74
2024-03-29,MSN_(Neuro/Psy),Échos,32,22,10,0.701
2024-03-29,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.616
2024-03-29,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.672
2024-03-29,Chirurgie,Moniteurs,64,53,11,0.835
2024-03-29,Chirurgie,Perfuseurs,265,191,74,0.723
2024-03-29,Chirurgie,Échos,26,18,8,0.685
2024-03-29,Chirurgie,Défibrillateurs,21,12,9,0.589
2024-03-29,Chirurgie,Respirateurs,11,6,5,0.66
2024-03-29,Imagerie,IRM,5,4,1,0.917
2024-03-29,Imagerie,Scanners,4,3,1,0.877
2024-03-29,Imagerie,Échos,16,11,5,0.721
2024-03-29,Urgences_(Passage_court),Moniteurs,26,22,4,0.843
2024-03-29,Urgences_(Passage_court),Perfuseurs,37,28,9,0.747
2024-03-29,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.61
2024-03-30,PRAGUES_(Réa/Pneumo),Respirateurs,127,80,47,0.626
2024-03-30,PRAGUES_(Réa/Pneumo),Moniteurs,95,83,12,0.876
2024-03-30,PRAGUES_(Réa/Pneumo),Perfuseurs,106,82,24,0.778
2024-03-30,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.579
2024-03-30,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,64,21,0.752
2024-03-30,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.755
2024-03-30,MSN_(Neuro/Psy),Moniteurs,191,143,48,0.755
2024-03-30,MSN_(Neuro/Psy),Perfuseurs,477,355,122,0.746
2024-03-30,MSN_(Neuro/Psy),Échos,32,20,12,0.642
2024-03-30,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.611
2024-03-30,MSN_(Neuro/Psy),Respirateurs,21,13,8,0.629
2024-03-30,Chirurgie,Moniteurs,64,50,14,0.784
2024-03-30,Chirurgie,Perfuseurs,265,193,72,0.729
2024-03-30,Chirurgie,Échos,26,16,10,0.639
2024-03-30,Chirurgie,Défibrillateurs,21,13,8,0.609
2024-03-30,Chirurgie,Respirateurs,11,6,5,0.66
2024-03-30,Imagerie,IRM,5,4,1,0.84
2024-03-30,Imagerie,Scanners,4,3,1,0.923
2024-03-30,Imagerie,Échos,16,12,4,0.737
2024-03-30,Urgences_(Passage_court),Moniteurs,26,21,5,0.817
2024-03-30,Urgences_(Passage_court),Perfuseurs,37,28,9,0.755
2024-03-30,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.561
2024-03-31,PRAGUES_(Réa/Pneumo),Respirateurs,127,80,47,0.631
2024-03-31,PRAGUES_(Réa/Pneumo),Moniteurs,95,77,18,0.819
2024-03-31,PRAGUES_(Réa/Pneumo),Perfuseurs,106,78,28,0.749
2024-03-31,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.599
2024-03-31,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,63,22,0.742
2024-03-31,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.645
2024-03-31,MSN_(Neuro/Psy),Moniteurs,191,154,37,0.809
2024-03-31,MSN_(Neuro/Psy),Perfuseurs,477,370,107,0.778
2024-03-31,MSN_(Neuro/Psy),Échos,32,20,12,0.653
2024-03-31,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.576
2024-03-31,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.692
2024-03-31,Chirurgie,Moniteurs,64,51,13,0.812
2024-03-31,Chirurgie,Perfuseurs,265,198,67,0.749
2024-03-31,Chirurgie,Échos,26,19,7,0.743
2024-03-31,Chirurgie,Défibrillateurs,21,12,9,0.596
2024-03-31,Chirurgie,Respirateurs,11,6,5,0.626
2024-03-31,Imagerie,IRM,5,4,1,0.98
2024-03-31,Imagerie,Scanners,4,3,1,0.814
2024-03-31,Imagerie,Échos,16,11,5,0.715
2024-03-31,Urgences_(Passage_court),Moniteurs,26,21,5,0.833
2024-03-31,Urgences_(Passage_court),Perfuseurs,37,26,11,0.731
2024-03-31,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.538
2024-04-01,PRAGUES_(Réa/Pneumo),Respirateurs,127,87,40,0.69
2024-04-01,PRAGUES_(Réa/Pneumo),Moniteurs,95,76,19,0.807
2024-04-01,PRAGUES_(Réa/Pneumo),Perfuseurs,106,75,31,0.718
2024-04-01,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,17,9,0.642
2024-04-01,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,64,21,0.757
2024-04-01,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.74
2024-04-01,MSN_(Neuro/Psy),Moniteurs,191,148,43,0.778
2024-04-01,MSN_(Neuro/Psy),Perfuseurs,477,341,136,0.717
2024-04-01,MSN_(Neuro/Psy),Échos,32,21,11,0.693
2024-04-01,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.609
2024-04-01,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.671
2024-04-01,Chirurgie,Moniteurs,64,51,13,0.802
2024-04-01,Chirurgie,Perfuseurs,265,192,73,0.725
2024-04-01,Chirurgie,Échos,26,18,8,0.686
2024-04-01,Chirurgie,Défibrillateurs,21,13,8,0.618
2024-04-01,Chirurgie,Respirateurs,11,6,5,0.647
2024-04-01,Imagerie,IRM,5,4,1,0.93
2024-04-01,Imagerie,Scanners,4,3,1,0.842
2024-04-01,Imagerie,Échos,16,11,5,0.705
2024-04-01,Urgences_(Passage_court),Moniteurs,26,19,7,0.735
2024-04-01,Urgences_(Passage_court),Perfuseurs,37,26,11,0.72
2024-04-01,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.629
2024-04-02,PRAGUES_(Réa/Pneumo),Respirateurs,127,75,52,0.592
2024-04-02,PRAGUES_(Réa/Pneumo),Moniteurs,95,77,18,0.82
2024-04-02,PRAGUES_(Réa/Pneumo),Perfuseurs,106,72,34,0.686
2024-04-02,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.576
2024-04-02,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,66,19,0.784
2024-04-02,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.663
2024-04-02,MSN_(Neuro/Psy),Moniteurs,191,152,39,0.795
2024-04-02,MSN_(Neuro/Psy),Perfuseurs,477,324,153,0.682
2024-04-02,MSN_(Neuro/Psy),Échos,32,21,11,0.695
2024-04-02,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.581
2024-04-02,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.684
2024-04-02,Chirurgie,Moniteurs,64,46,18,0.731
2024-04-02,Chirurgie,Perfuseurs,265,217,48,0.822
2024-04-02,Chirurgie,Échos,26,17,9,0.646
2024-04-02,Chirurgie,Défibrillateurs,21,12,9,0.569
2024-04-02,Chirurgie,Respirateurs,11,6,5,0.606
2024-04-02,Imagerie,IRM,5,4,1,0.838
2024-04-02,Imagerie,Scanners,4,3,1,0.916
2024-04-02,Imagerie,Échos,16,11,5,0.71
2024-04-02,Urgences_(Passage_court),Moniteurs,26,20,6,0.797
2024-04-02,Urgences_(Passage_court),Perfuseurs,37,28,9,0.745
2024-04-02,Urgences_(Passage_court),Défibrillateurs,16,11,5,0.667
2024-04-03,PRAGUES_(Réa/Pneumo),Respirateurs,127,86,41,0.681
2024-04-03,PRAGUES_(Réa/Pneumo),Moniteurs,95,71,24,0.753
2024-04-03,PRAGUES_(Réa/Pneumo),Perfuseurs,106,85,21,0.803
2024-04-03,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,16,10,0.603
2024-04-03,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,58,27,0.688
2024-04-03,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.735
2024-04-03,MSN_(Neuro/Psy),Moniteurs,191,151,40,0.794
2024-04-03,MSN_(Neuro/Psy),Perfuseurs,477,370,107,0.776
2024-04-03,MSN_(Neuro/Psy),Échos,32,19,13,0.622
2024-04-03,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.61
2024-04-03,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.675
2024-04-03,Chirurgie,Moniteurs,64,55,9,0.875
2024-04-03,Chirurgie,Perfuseurs,265,196,69,0.74
2024-04-03,Chirurgie,Échos,26,17,9,0.672
2024-04-03,Chirurgie,Défibrillateurs,21,13,8,0.614
2024-04-03,Chirurgie,Respirateurs,11,6,5,0.68
2024-04-03,Imagerie,IRM,5,4,1,0.98
2024-04-03,Imagerie,Scanners,4,3,1,0.897
2024-04-03,Imagerie,Échos,16,11,5,0.694
2024-04-03,Urgences_(Passage_court),Moniteurs,26,19,7,0.736
2024-04-03,Urgences_(Passage_court),Perfuseurs,37,25,12,0.695
2024-04-03,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.603
2024-04-04,PRAGUES_(Réa/Pneumo),Respirateurs,127,90,37,0.716
2024-04-04,PRAGUES_(Réa/Pneumo),Moniteurs,95,82,13,0.861
2024-04-04,PRAGUES_(Réa/Pneumo),Perfuseurs,106,78,28,0.741
2024-04-04,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.572
2024-04-04,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,66,19,0.785
2024-04-04,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.668
2024-04-04,MSN_(Neuro/Psy),Moniteurs,191,145,46,0.764
2024-04-04,MSN_(Neuro/Psy),Perfuseurs,477,370,107,0.777
2024-04-04,MSN_(Neuro/Psy),Échos,32,21,11,0.693
2024-04-04,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.577
2024-04-04,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.683
2024-04-04,Chirurgie,Moniteurs,64,55,9,0.869
2024-04-04,Chirurgie,Perfuseurs,265,214,51,0.811
2024-04-04,Chirurgie,Échos,26,17,9,0.669
2024-04-04,Chirurgie,Défibrillateurs,21,13,8,0.615
2024-04-04,Chirurgie,Respirateurs,11,6,5,0.646
2024-04-04,Imagerie,IRM,5,4,1,0.911
2024-04-04,Imagerie,Scanners,4,3,1,0.904
2024-04-04,Imagerie,Échos,16,12,4,0.747
2024-04-04,Urgences_(Passage_court),Moniteurs,26,19,7,0.744
2024-04-04,Urgences_(Passage_court),Perfuseurs,37,28,9,0.752
2024-04-04,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.625
2024-04-05,PRAGUES_(Réa/Pneumo),Respirateurs,127,84,43,0.666
2024-04-05,PRAGUES_(Réa/Pneumo),Moniteurs,95,75,20,0.791
2024-04-05,PRAGUES_(Réa/Pneumo),Perfuseurs,106,75,31,0.711
2024-04-05,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,16,10,0.633
2024-04-05,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,65,20,0.765
2024-04-05,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.754
2024-04-05,MSN_(Neuro/Psy),Moniteurs,191,160,31,0.84
2024-04-05,MSN_(Neuro/Psy),Perfuseurs,477,375,102,0.788
2024-04-05,MSN_(Neuro/Psy),Échos,32,20,12,0.654
2024-04-05,MSN_(Neuro/Psy),Défibrillateurs,21,11,10,0.539
2024-04-05,MSN_(Neuro/Psy),Respirateurs,21,13,8,0.648
2024-04-05,Chirurgie,Moniteurs,64,49,15,0.776
2024-04-05,Chirurgie,Perfuseurs,265,196,69,0.741
2024-04-05,Chirurgie,Échos,26,18,8,0.691
2024-04-05,Chirurgie,Défibrillateurs,21,12,9,0.572
2024-04-05,Chirurgie,Respirateurs,11,6,5,0.674
2024-04-05,Imagerie,IRM,5,4,1,0.902
2024-04-05,Imagerie,Scanners,4,3,1,0.872
2024-04-05,Imagerie,Échos,16,12,4,0.736
2024-04-05,Urgences_(Passage_court),Moniteurs,26,21,5,0.808
2024-04-05,Urgences_(Passage_court),Perfuseurs,37,26,11,0.715
2024-04-05,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.655
2024-04-06,PRAGUES_(Réa/Pneumo),Respirateurs,127,78,49,0.622
2024-04-06,PRAGUES_(Réa/Pneumo),Moniteurs,95,77,18,0.812
2024-04-06,PRAGUES_(Réa/Pneumo),Perfuseurs,106,82,24,0.773
2024-04-06,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.563
2024-04-06,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,65,20,0.773
2024-04-06,PRAGUES_(Réa/Pneumo),Échos,11,7,4,0.73
2024-04-06,MSN_(Neuro/Psy),Moniteurs,191,169,22,0.884
2024-04-06,MSN_(Neuro/Psy),Perfuseurs,477,359,118,0.754
2024-04-06,MSN_(Neuro/Psy),Échos,32,22,10,0.723
2024-04-06,MSN_(Neuro/Psy),Défibrillateurs,21,12,9,0.59
2024-04-06,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.666
2024-04-06,Chirurgie,Moniteurs,64,49,15,0.776
2024-04-06,Chirurgie,Perfuseurs,265,205,60,0.772
2024-04-06,Chirurgie,Échos,26,18,8,0.715
2024-04-06,Chirurgie,Défibrillateurs,21,13,8,0.639
2024-04-06,Chirurgie,Respirateurs,11,5,6,0.597
2024-04-06,Imagerie,IRM,5,4,1,0.906
2024-04-06,Imagerie,Scanners,4,3,1,0.823
2024-04-06,Imagerie,Échos,16,11,5,0.721
2024-04-06,Urgences_(Passage_court),Moniteurs,26,21,5,0.827
2024-04-06,Urgences_(Passage_court),Perfuseurs,37,25,12,0.708
2024-04-06,Urgences_(Passage_court),Défibrillateurs,16,10,6,0.601
2024-04-07,PRAGUES_(Réa/Pneumo),Respirateurs,127,86,41,0.676
2024-04-07,PRAGUES_(Réa/Pneumo),Moniteurs,95,75,20,0.796
2024-04-07,PRAGUES_(Réa/Pneumo),Perfuseurs,106,74,32,0.705
2024-04-07,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.597
2024-04-07,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,66,19,0.78
2024-04-07,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.697
2024-04-07,MSN_(Neuro/Psy),Moniteurs,191,158,33,0.832
2024-04-07,MSN_(Neuro/Psy),Perfuseurs,477,398,79,0.835
2024-04-07,MSN_(Neuro/Psy),Échos,32,21,11,0.689
2024-04-07,MSN_(Neuro/Psy),Défibrillateurs,21,11,10,0.535
2024-04-07,MSN_(Neuro/Psy),Respirateurs,21,14,7,0.671
2024-04-07,Chirurgie,Moniteurs,64,52,12,0.824
2024-04-07,Chirurgie,Perfuseurs,265,198,67,0.749
2024-04-07,Chirurgie,Échos,26,17,9,0.659
2024-04-07,Chirurgie,Défibrillateurs,21,13,8,0.64
2024-04-07,Chirurgie,Respirateurs,11,6,5,0.697
2024-04-07,Imagerie,IRM,5,4,1,0.868
2024-04-07,Imagerie,Scanners,4,3,1,0.88
2024-04-07,Imagerie,Échos,16,10,6,0.637
2024-04-07,Urgences_(Passage_court),Moniteurs,26,20,6,0.79
2024-04-07,Urgences_(Passage_court),Perfuseurs,37,30,7,0.801
2024-04-07,Urgences_(Passage_court),Défibrillateurs,16,8,8,0.574
2024-04-08,PRAGUES_(Réa/Pneumo),Respirateurs,127,84,43,0.661
2024-04-08,PRAGUES_(Réa/Pneumo),Moniteurs,95,77,18,0.819
2024-04-08,PRAGUES_(Réa/Pneumo),Perfuseurs,106,75,31,0.717
2024-04-08,PRAGUES_(Réa/Pneumo),Défibrillateurs,26,15,11,0.565
2024-04-08,PRAGUES_(Réa/Pneumo),Ventilateurs_NIV,85,64,21,0.754
2024-04-08,PRAGUES_(Réa/Pneumo),Échos,11,6,5,0.624
2024-04-08,MSN_(Neuro/Psy),Moniteurs,191,148,43,0.779
2024-04-08,MSN_(Neuro/Psy),Perfuseurs,477,336,141,0.705
2024-04-08,MSN_(Neuro/Psy),Échos,32,22,10,0.732
2024-04-08,MSN_(Neuro/Psy),Défibrillateurs,21,13,8,0.628
