date,service,categorie,effectif_total,effectif_present,taux_absence
2024-02-24,ORPHé_(Onco/Hémato),total,672,616,0.084
2024-02-24,ORPHé_(Onco/Hémato),medecins,68,61,0.075
2024-02-24,ORPHé_(Onco/Hémato),infirmiers,195,177,0.091
2024-02-24,ORPHé_(Onco/Hémato),aides,148,135,0.088
2024-02-25,MSN_(Neuro/Psy),total,813,749,0.077
2024-02-25,MSN_(Neuro/Psy),medecins,111,100,0.092
2024-02-25,MSN_(Neuro/Psy),infirmiers,302,280,0.071
2024-02-25,MSN_(Neuro/Psy),aides,200,181,0.09
2024-02-25,Chirurgie,total,631,581,0.077
2024-02-25,Chirurgie,medecins,87,78,0.09
2024-02-25,Chirurgie,infirmiers,233,216,0.077
2024-02-25,Chirurgie,aides,155,142,0.086
2024-02-25,PRAGUES_(Réa/Pneumo),total,126,116,0.073
2024-02-25,PRAGUES_(Réa/Pneumo),medecins,22,20,0.072
2024-02-25,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.097
2024-02-25,PRAGUES_(Réa/Pneumo),aides,17,15,0.083
2024-02-25,Coeur_Metabolisme,total,454,412,0.089
2024-02-25,Coeur_Metabolisme,medecins,56,51,0.087
2024-02-25,Coeur_Metabolisme,infirmiers,152,140,0.074
2024-02-25,Coeur_Metabolisme,aides,100,90,0.099
2024-02-25,MSN_(Neuro/Psy),total,423,387,0.084
2024-02-25,MSN_(Neuro/Psy),medecins,51,46,0.082
2024-02-25,MSN_(Neuro/Psy),infirmiers,137,126,0.077
2024-02-25,MSN_(Neuro/Psy),aides,91,81,0.099
2024-02-25,Pôle_31_(Infectieux),total,303,278,0.083
2024-02-25,Pôle_31_(Infectieux),medecins,36,33,0.092
2024-02-25,Pôle_31_(Infectieux),infirmiers,96,88,0.083
2024-02-25,Pôle_31_(Infectieux),aides,64,58,0.085
2024-02-25,Urgences_(Passage_court),total,252,233,0.074
2024-02-25,Urgences_(Passage_court),medecins,31,26,0.093
2024-02-25,Urgences_(Passage_court),infirmiers,81,72,0.101
2024-02-25,Urgences_(Passage_court),aides,54,49,0.097
2024-02-25,Gériatrie,total,364,333,0.085
2024-02-25,Gériatrie,medecins,45,40,0.088
2024-02-25,Gériatrie,infirmiers,121,110,0.091
2024-02-25,Gériatrie,aides,81,73,0.09
2024-02-25,ORPHé_(Onco/Hémato),total,672,622,0.072
2024-02-25,ORPHé_(Onco/Hémato),medecins,68,59,0.101
2024-02-25,ORPHé_(Onco/Hémato),infirmiers,195,175,0.101
2024-02-25,ORPHé_(Onco/Hémato),aides,148,136,0.08
2024-02-26,MSN_(Neuro/Psy),total,813,742,0.087
2024-02-26,MSN_(Neuro/Psy),medecins,111,101,0.084
2024-02-26,MSN_(Neuro/Psy),infirmiers,302,275,0.092
2024-02-26,MSN_(Neuro/Psy),aides,200,183,0.08
2024-02-26,Chirurgie,total,631,585,0.071
2024-02-26,Chirurgie,medecins,87,78,0.089
2024-02-26,Chirurgie,infirmiers,233,216,0.074
2024-02-26,Chirurgie,aides,155,138,0.109
2024-02-26,PRAGUES_(Réa/Pneumo),total,126,113,0.094
2024-02-26,PRAGUES_(Réa/Pneumo),medecins,22,20,0.097
2024-02-26,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.09
2024-02-26,PRAGUES_(Réa/Pneumo),aides,17,15,0.094
2024-02-26,Coeur_Metabolisme,total,454,426,0.06
2024-02-26,Coeur_Metabolisme,medecins,56,51,0.086
2024-02-26,Coeur_Metabolisme,infirmiers,152,140,0.068
2024-02-26,Coeur_Metabolisme,aides,100,92,0.077
2024-02-26,MSN_(Neuro/Psy),total,423,394,0.064
2024-02-26,MSN_(Neuro/Psy),medecins,51,46,0.078
2024-02-26,MSN_(Neuro/Psy),infirmiers,137,125,0.087
2024-02-26,MSN_(Neuro/Psy),aides,91,82,0.092
2024-02-26,Pôle_31_(Infectieux),total,303,281,0.071
2024-02-26,Pôle_31_(Infectieux),medecins,36,33,0.087
2024-02-26,Pôle_31_(Infectieux),infirmiers,96,88,0.093
2024-02-26,Pôle_31_(Infectieux),aides,64,56,0.106
2024-02-26,Urgences_(Passage_court),total,252,228,0.097
2024-02-26,Urgences_(Passage_court),medecins,31,26,0.088
2024-02-26,Urgences_(Passage_court),infirmiers,81,74,0.077
2024-02-26,Urgences_(Passage_court),aides,54,50,0.078
2024-02-26,Gériatrie,total,364,337,0.072
2024-02-26,Gériatrie,medecins,45,41,0.07
2024-02-26,Gériatrie,infirmiers,121,111,0.08
2024-02-26,Gériatrie,aides,81,71,0.117
2024-02-26,ORPHé_(Onco/Hémato),total,672,616,0.082
2024-02-26,ORPHé_(Onco/Hémato),medecins,68,61,0.076
2024-02-26,ORPHé_(Onco/Hémato),infirmiers,195,179,0.085
2024-02-26,ORPHé_(Onco/Hémato),aides,148,136,0.081
2024-02-27,MSN_(Neuro/Psy),total,813,727,0.106
2024-02-27,MSN_(Neuro/Psy),medecins,111,102,0.076
2024-02-27,MSN_(Neuro/Psy),infirmiers,302,275,0.092
2024-02-27,MSN_(Neuro/Psy),aides,200,181,0.092
2024-02-27,Chirurgie,total,631,577,0.084
2024-02-27,Chirurgie,medecins,87,77,0.093
2024-02-27,Chirurgie,infirmiers,233,212,0.089
2024-02-27,Chirurgie,aides,155,140,0.088
2024-02-27,PRAGUES_(Réa/Pneumo),total,126,113,0.096
2024-02-27,PRAGUES_(Réa/Pneumo),medecins,22,20,0.096
2024-02-27,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.086
2024-02-27,PRAGUES_(Réa/Pneumo),aides,17,15,0.08
2024-02-27,Coeur_Metabolisme,total,454,420,0.072
2024-02-27,Coeur_Metabolisme,medecins,56,51,0.094
2024-02-27,Coeur_Metabolisme,infirmiers,152,140,0.067
2024-02-27,Coeur_Metabolisme,aides,100,93,0.064
2024-02-27,MSN_(Neuro/Psy),total,423,389,0.078
2024-02-27,MSN_(Neuro/Psy),medecins,51,45,0.093
2024-02-27,MSN_(Neuro/Psy),infirmiers,137,123,0.105
2024-02-27,MSN_(Neuro/Psy),aides,91,83,0.075
2024-02-27,Pôle_31_(Infectieux),total,303,286,0.055
2024-02-27,Pôle_31_(Infectieux),medecins,36,33,0.08
2024-02-27,Pôle_31_(Infectieux),infirmiers,96,89,0.08
2024-02-27,Pôle_31_(Infectieux),aides,64,57,0.089
2024-02-27,Urgences_(Passage_court),total,252,230,0.087
2024-02-27,Urgences_(Passage_court),medecins,31,26,0.094
2024-02-27,Urgences_(Passage_court),infirmiers,81,74,0.077
2024-02-27,Urgences_(Passage_court),aides,54,49,0.087
2024-02-27,Gériatrie,total,364,335,0.078
2024-02-27,Gériatrie,medecins,45,40,0.093
2024-02-27,Gériatrie,infirmiers,121,110,0.088
2024-02-27,Gériatrie,aides,81,74,0.079
2024-02-27,ORPHé_(Onco/Hémato),total,672,597,0.11
2024-02-27,ORPHé_(Onco/Hémato),medecins,68,60,0.098
2024-02-27,ORPHé_(Onco/Hémato),infirmiers,195,177,0.09
2024-02-27,ORPHé_(Onco/Hémato),aides,148,135,0.088
2024-02-28,MSN_(Neuro/Psy),total,813,750,0.076
2024-02-28,MSN_(Neuro/Psy),medecins,111,104,0.065
2024-02-28,MSN_(Neuro/Psy),infirmiers,302,273,0.093
2024-02-28,MSN_(Neuro/Psy),aides,200,183,0.079
2024-02-28,Chirurgie,total,631,573,0.089
2024-02-28,Chirurgie,medecins,87,80,0.075
2024-02-28,Chirurgie,infirmiers,233,216,0.075
2024-02-28,Chirurgie,aides,155,142,0.083
2024-02-28,PRAGUES_(Réa/Pneumo),total,126,114,0.086
2024-02-28,PRAGUES_(Réa/Pneumo),medecins,22,19,0.101
2024-02-28,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.089
2024-02-28,PRAGUES_(Réa/Pneumo),aides,17,15,0.093
2024-02-28,Coeur_Metabolisme,total,454,417,0.08
2024-02-28,Coeur_Metabolisme,medecins,56,52,0.065
2024-02-28,Coeur_Metabolisme,infirmiers,152,137,0.093
2024-02-28,Coeur_Metabolisme,aides,100,91,0.08
2024-02-28,MSN_(Neuro/Psy),total,423,389,0.079
2024-02-28,MSN_(Neuro/Psy),medecins,51,46,0.087
2024-02-28,MSN_(Neuro/Psy),infirmiers,137,126,0.078
2024-02-28,MSN_(Neuro/Psy),aides,91,82,0.088
2024-02-28,Pôle_31_(Infectieux),total,303,283,0.065
2024-02-28,Pôle_31_(Infectieux),medecins,36,32,0.094
2024-02-28,Pôle_31_(Infectieux),infirmiers,96,89,0.075
2024-02-28,Pôle_31_(Infectieux),aides,64,58,0.071
2024-02-28,Urgences_(Passage_court),total,252,231,0.084
2024-02-28,Urgences_(Passage_court),medecins,31,26,0.083
2024-02-28,Urgences_(Passage_court),infirmiers,81,72,0.103
2024-02-28,Urgences_(Passage_court),aides,54,50,0.082
2024-02-28,Gériatrie,total,364,333,0.085
2024-02-28,Gériatrie,medecins,45,40,0.08
2024-02-28,Gériatrie,infirmiers,121,111,0.081
2024-02-28,Gériatrie,aides,81,74,0.074
2024-02-28,ORPHé_(Onco/Hémato),total,672,626,0.067
2024-02-28,ORPHé_(Onco/Hémato),medecins,68,61,0.076
2024-02-28,ORPHé_(Onco/Hémato),infirmiers,195,176,0.094
2024-02-28,ORPHé_(Onco/Hémato),aides,148,136,0.076
2024-02-29,MSN_(Neuro/Psy),total,813,727,0.105
2024-02-29,MSN_(Neuro/Psy),medecins,111,100,0.097
2024-02-29,MSN_(Neuro/Psy),infirmiers,302,270,0.101
2024-02-29,MSN_(Neuro/Psy),aides,200,182,0.087
2024-02-29,Chirurgie,total,631,577,0.085
2024-02-29,Chirurgie,medecins,87,78,0.091
2024-02-29,Chirurgie,infirmiers,233,213,0.084
2024-02-29,Chirurgie,aides,155,142,0.086
2024-02-29,PRAGUES_(Réa/Pneumo),total,126,117,0.07
2024-02-29,PRAGUES_(Réa/Pneumo),medecins,22,20,0.093
2024-02-29,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.084
2024-02-29,PRAGUES_(Réa/Pneumo),aides,17,15,0.091
2024-02-29,Coeur_Metabolisme,total,454,413,0.088
2024-02-29,Coeur_Metabolisme,medecins,56,51,0.08
2024-02-29,Coeur_Metabolisme,infirmiers,152,140,0.072
2024-02-29,Coeur_Metabolisme,aides,100,91,0.088
2024-02-29,MSN_(Neuro/Psy),total,423,387,0.084
2024-02-29,MSN_(Neuro/Psy),medecins,51,46,0.08
2024-02-29,MSN_(Neuro/Psy),infirmiers,137,125,0.083
2024-02-29,MSN_(Neuro/Psy),aides,91,82,0.092
2024-02-29,Pôle_31_(Infectieux),total,303,280,0.076
2024-02-29,Pôle_31_(Infectieux),medecins,36,33,0.08
2024-02-29,Pôle_31_(Infectieux),infirmiers,96,88,0.086
2024-02-29,Pôle_31_(Infectieux),aides,64,58,0.072
2024-02-29,Urgences_(Passage_court),total,252,231,0.083
2024-02-29,Urgences_(Passage_court),medecins,31,28,0.071
2024-02-29,Urgences_(Passage_court),infirmiers,81,73,0.088
2024-02-29,Urgences_(Passage_court),aides,54,50,0.078
2024-02-29,Gériatrie,total,364,330,0.094
2024-02-29,Gériatrie,medecins,45,41,0.071
2024-02-29,Gériatrie,infirmiers,121,112,0.069
2024-02-29,Gériatrie,aides,81,73,0.083
2024-02-29,ORPHé_(Onco/Hémato),total,672,616,0.083
2024-02-29,ORPHé_(Onco/Hémato),medecins,68,60,0.085
2024-02-29,ORPHé_(Onco/Hémato),infirmiers,195,179,0.083
2024-02-29,ORPHé_(Onco/Hémato),aides,148,136,0.083
2024-03-01,MSN_(Neuro/Psy),total,813,755,0.071
2024-03-01,MSN_(Neuro/Psy),medecins,111,101,0.084
2024-03-01,MSN_(Neuro/Psy),infirmiers,302,275,0.09
2024-03-01,MSN_(Neuro/Psy),aides,200,180,0.101
2024-03-01,Chirurgie,total,631,583,0.073
2024-03-01,Chirurgie,medecins,87,78,0.082
2024-03-01,Chirurgie,infirmiers,233,208,0.106
2024-03-01,Chirurgie,aides,155,143,0.074
2024-03-01,PRAGUES_(Réa/Pneumo),total,126,113,0.097
2024-03-01,PRAGUES_(Réa/Pneumo),medecins,22,20,0.072
2024-03-01,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.09
2024-03-01,PRAGUES_(Réa/Pneumo),aides,17,16,0.058
2024-03-01,Coeur_Metabolisme,total,454,422,0.07
2024-03-01,Coeur_Metabolisme,medecins,56,51,0.091
2024-03-01,Coeur_Metabolisme,infirmiers,152,137,0.095
2024-03-01,Coeur_Metabolisme,aides,100,90,0.099
2024-03-01,MSN_(Neuro/Psy),total,423,385,0.089
2024-03-01,MSN_(Neuro/Psy),medecins,51,46,0.086
2024-03-01,MSN_(Neuro/Psy),infirmiers,137,125,0.083
2024-03-01,MSN_(Neuro/Psy),aides,91,82,0.092
2024-03-01,Pôle_31_(Infectieux),total,303,280,0.077
2024-03-01,Pôle_31_(Infectieux),medecins,36,33,0.086
2024-03-01,Pôle_31_(Infectieux),infirmiers,96,88,0.082
2024-03-01,Pôle_31_(Infectieux),aides,64,57,0.093
2024-03-01,Urgences_(Passage_court),total,252,230,0.085
2024-03-01,Urgences_(Passage_court),medecins,31,28,0.069
2024-03-01,Urgences_(Passage_court),infirmiers,81,74,0.076
2024-03-01,Urgences_(Passage_court),aides,54,49,0.089
2024-03-01,Gériatrie,total,364,336,0.075
2024-03-01,Gériatrie,medecins,45,40,0.078
2024-03-01,Gériatrie,infirmiers,121,109,0.098
2024-03-01,Gériatrie,aides,81,75,0.057
2024-03-01,ORPHé_(Onco/Hémato),total,672,611,0.091
2024-03-01,ORPHé_(Onco/Hémato),medecins,68,61,0.079
2024-03-01,ORPHé_(Onco/Hémato),infirmiers,195,175,0.1
2024-03-01,ORPHé_(Onco/Hémato),aides,148,136,0.076
2024-03-02,MSN_(Neuro/Psy),total,813,750,0.076
2024-03-02,MSN_(Neuro/Psy),medecins,111,102,0.077
2024-03-02,MSN_(Neuro/Psy),infirmiers,302,272,0.098
2024-03-02,MSN_(Neuro/Psy),aides,200,181,0.093
2024-03-02,Chirurgie,total,631,576,0.086
2024-03-02,Chirurgie,medecins,87,78,0.09
2024-03-02,Chirurgie,infirmiers,233,210,0.098
2024-03-02,Chirurgie,aides,155,142,0.082
2024-03-02,PRAGUES_(Réa/Pneumo),total,126,113,0.09
2024-03-02,PRAGUES_(Réa/Pneumo),medecins,22,20,0.095
2024-03-02,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.084
2024-03-02,PRAGUES_(Réa/Pneumo),aides,17,15,0.091
2024-03-02,Coeur_Metabolisme,total,454,411,0.092
2024-03-02,Coeur_Metabolisme,medecins,56,52,0.077
2024-03-02,Coeur_Metabolisme,infirmiers,152,139,0.078
2024-03-02,Coeur_Metabolisme,aides,100,89,0.104
2024-03-02,MSN_(Neuro/Psy),total,423,389,0.078
2024-03-02,MSN_(Neuro/Psy),medecins,51,46,0.087
2024-03-02,MSN_(Neuro/Psy),infirmiers,137,125,0.087
2024-03-02,MSN_(Neuro/Psy),aides,91,85,0.071
2024-03-02,Pôle_31_(Infectieux),total,303,281,0.071
2024-03-02,Pôle_31_(Infectieux),medecins,36,33,0.086
2024-03-02,Pôle_31_(Infectieux),infirmiers,96,89,0.074
2024-03-02,Pôle_31_(Infectieux),aides,64,58,0.087
2024-03-02,Urgences_(Passage_court),total,252,232,0.078
2024-03-02,Urgences_(Passage_court),medecins,31,26,0.075
2024-03-02,Urgences_(Passage_court),infirmiers,81,73,0.088
2024-03-02,Urgences_(Passage_court),aides,54,49,0.093
2024-03-02,Gériatrie,total,364,332,0.089
2024-03-02,Gériatrie,medecins,45,40,0.077
2024-03-02,Gériatrie,infirmiers,121,111,0.078
2024-03-02,Gériatrie,aides,81,74,0.078
2024-03-02,ORPHé_(Onco/Hémato),total,672,613,0.088
2024-03-02,ORPHé_(Onco/Hémato),medecins,68,59,0.106
2024-03-02,ORPHé_(Onco/Hémato),infirmiers,195,177,0.087
2024-03-02,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-03-03,MSN_(Neuro/Psy),total,813,742,0.088
2024-03-03,MSN_(Neuro/Psy),medecins,111,101,0.086
2024-03-03,MSN_(Neuro/Psy),infirmiers,302,276,0.086
2024-03-03,MSN_(Neuro/Psy),aides,200,184,0.078
2024-03-03,Chirurgie,total,631,583,0.075
2024-03-03,Chirurgie,medecins,87,78,0.086
2024-03-03,Chirurgie,infirmiers,233,213,0.083
2024-03-03,Chirurgie,aides,155,142,0.083
2024-03-03,PRAGUES_(Réa/Pneumo),total,126,114,0.083
2024-03-03,PRAGUES_(Réa/Pneumo),medecins,22,20,0.073
2024-03-03,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.089
2024-03-03,PRAGUES_(Réa/Pneumo),aides,17,15,0.094
2024-03-03,Coeur_Metabolisme,total,454,411,0.093
2024-03-03,Coeur_Metabolisme,medecins,56,51,0.083
2024-03-03,Coeur_Metabolisme,infirmiers,152,140,0.074
2024-03-03,Coeur_Metabolisme,aides,100,90,0.092
2024-03-03,MSN_(Neuro/Psy),total,423,379,0.1
2024-03-03,MSN_(Neuro/Psy),medecins,51,46,0.078
2024-03-03,MSN_(Neuro/Psy),infirmiers,137,125,0.09
2024-03-03,MSN_(Neuro/Psy),aides,91,83,0.08
2024-03-03,Pôle_31_(Infectieux),total,303,282,0.07
2024-03-03,Pôle_31_(Infectieux),medecins,36,33,0.085
2024-03-03,Pôle_31_(Infectieux),infirmiers,96,88,0.088
2024-03-03,Pôle_31_(Infectieux),aides,64,57,0.102
2024-03-03,Urgences_(Passage_court),total,252,236,0.066
2024-03-03,Urgences_(Passage_court),medecins,31,26,0.08
2024-03-03,Urgences_(Passage_court),infirmiers,81,73,0.089
2024-03-03,Urgences_(Passage_court),aides,54,50,0.082
2024-03-03,Gériatrie,total,364,332,0.088
2024-03-03,Gériatrie,medecins,45,41,0.074
2024-03-03,Gériatrie,infirmiers,121,110,0.087
2024-03-03,Gériatrie,aides,81,73,0.087
2024-03-03,ORPHé_(Onco/Hémato),total,672,618,0.079
2024-03-03,ORPHé_(Onco/Hémato),medecins,68,60,0.095
2024-03-03,ORPHé_(Onco/Hémato),infirmiers,195,176,0.093
2024-03-03,ORPHé_(Onco/Hémato),aides,148,135,0.087
2024-03-04,MSN_(Neuro/Psy),total,813,749,0.078
2024-03-04,MSN_(Neuro/Psy),medecins,111,99,0.108
2024-03-04,MSN_(Neuro/Psy),infirmiers,302,273,0.095
2024-03-04,MSN_(Neuro/Psy),aides,200,182,0.087
2024-03-04,Chirurgie,total,631,586,0.069
2024-03-04,Chirurgie,medecins,87,78,0.089
2024-03-04,Chirurgie,infirmiers,233,216,0.075
2024-03-04,Chirurgie,aides,155,142,0.081
2024-03-04,PRAGUES_(Réa/Pneumo),total,126,112,0.105
2024-03-04,PRAGUES_(Réa/Pneumo),medecins,22,20,0.075
2024-03-04,PRAGUES_(Réa/Pneumo),infirmiers,56,52,0.072
2024-03-04,PRAGUES_(Réa/Pneumo),aides,17,15,0.083
2024-03-04,Coeur_Metabolisme,total,454,418,0.078
2024-03-04,Coeur_Metabolisme,medecins,56,52,0.077
2024-03-04,Coeur_Metabolisme,infirmiers,152,139,0.081
2024-03-04,Coeur_Metabolisme,aides,100,91,0.082
2024-03-04,MSN_(Neuro/Psy),total,423,388,0.082
2024-03-04,MSN_(Neuro/Psy),medecins,51,45,0.091
2024-03-04,MSN_(Neuro/Psy),infirmiers,137,126,0.079
2024-03-04,MSN_(Neuro/Psy),aides,91,82,0.09
2024-03-04,Pôle_31_(Infectieux),total,303,276,0.093
2024-03-04,Pôle_31_(Infectieux),medecins,36,33,0.07
2024-03-04,Pôle_31_(Infectieux),infirmiers,96,89,0.079
2024-03-04,Pôle_31_(Infectieux),aides,64,58,0.086
2024-03-04,Urgences_(Passage_court),total,252,231,0.083
2024-03-04,Urgences_(Passage_court),medecins,31,26,0.094
2024-03-04,Urgences_(Passage_court),infirmiers,81,74,0.078
2024-03-04,Urgences_(Passage_court),aides,54,49,0.098
2024-03-04,Gériatrie,total,364,336,0.076
2024-03-04,Gériatrie,medecins,45,41,0.069
2024-03-04,Gériatrie,infirmiers,121,110,0.089
2024-03-04,Gériatrie,aides,81,74,0.071
2024-03-04,ORPHé_(Onco/Hémato),total,672,621,0.075
2024-03-04,ORPHé_(Onco/Hémato),medecins,68,60,0.091
2024-03-04,ORPHé_(Onco/Hémato),infirmiers,195,182,0.069
2024-03-04,ORPHé_(Onco/Hémato),aides,148,135,0.085
2024-03-05,MSN_(Neuro/Psy),total,813,760,0.065
2024-03-05,MSN_(Neuro/Psy),medecins,111,104,0.07
2024-03-05,MSN_(Neuro/Psy),infirmiers,302,278,0.079
2024-03-05,MSN_(Neuro/Psy),aides,200,179,0.105
2024-03-05,Chirurgie,total,631,576,0.086
2024-03-05,Chirurgie,medecins,87,77,0.093
2024-03-05,Chirurgie,infirmiers,233,217,0.07
2024-03-05,Chirurgie,aides,155,140,0.093
2024-03-05,PRAGUES_(Réa/Pneumo),total,126,114,0.089
2024-03-05,PRAGUES_(Réa/Pneumo),medecins,22,20,0.079
2024-03-05,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.092
2024-03-05,PRAGUES_(Réa/Pneumo),aides,17,15,0.085
2024-03-05,Coeur_Metabolisme,total,454,411,0.092
2024-03-05,Coeur_Metabolisme,medecins,56,52,0.077
2024-03-05,Coeur_Metabolisme,infirmiers,152,138,0.086
2024-03-05,Coeur_Metabolisme,aides,100,91,0.083
2024-03-05,MSN_(Neuro/Psy),total,423,383,0.092
2024-03-05,MSN_(Neuro/Psy),medecins,51,45,0.093
2024-03-05,MSN_(Neuro/Psy),infirmiers,137,126,0.074
2024-03-05,MSN_(Neuro/Psy),aides,91,82,0.098
2024-03-05,Pôle_31_(Infectieux),total,303,275,0.094
2024-03-05,Pôle_31_(Infectieux),medecins,36,33,0.079
2024-03-05,Pôle_31_(Infectieux),infirmiers,96,88,0.092
2024-03-05,Pôle_31_(Infectieux),aides,64,57,0.093
2024-03-05,Urgences_(Passage_court),total,252,232,0.079
2024-03-05,Urgences_(Passage_court),medecins,31,26,0.08
2024-03-05,Urgences_(Passage_court),infirmiers,81,73,0.088
2024-03-05,Urgences_(Passage_court),aides,54,50,0.081
2024-03-05,Gériatrie,total,364,332,0.088
2024-03-05,Gériatrie,medecins,45,40,0.091
2024-03-05,Gériatrie,infirmiers,121,112,0.073
2024-03-05,Gériatrie,aides,81,74,0.078
2024-03-05,ORPHé_(Onco/Hémato),total,672,612,0.09
2024-03-05,ORPHé_(Onco/Hémato),medecins,68,60,0.088
2024-03-05,ORPHé_(Onco/Hémato),infirmiers,195,174,0.108
2024-03-05,ORPHé_(Onco/Hémato),aides,148,134,0.095
2024-03-06,MSN_(Neuro/Psy),total,813,737,0.094
2024-03-06,MSN_(Neuro/Psy),medecins,111,100,0.094
2024-03-06,MSN_(Neuro/Psy),infirmiers,302,270,0.101
2024-03-06,MSN_(Neuro/Psy),aides,200,183,0.082
2024-03-06,Chirurgie,total,631,580,0.08
2024-03-06,Chirurgie,medecins,87,78,0.087
2024-03-06,Chirurgie,infirmiers,233,211,0.094
2024-03-06,Chirurgie,aides,155,142,0.081
2024-03-06,PRAGUES_(Réa/Pneumo),total,126,116,0.079
2024-03-06,PRAGUES_(Réa/Pneumo),medecins,22,20,0.09
2024-03-06,PRAGUES_(Réa/Pneumo),infirmiers,56,51,0.091
2024-03-06,PRAGUES_(Réa/Pneumo),aides,17,16,0.061
2024-03-06,Coeur_Metabolisme,total,454,419,0.074
2024-03-06,Coeur_Metabolisme,medecins,56,52,0.077
2024-03-06,Coeur_Metabolisme,infirmiers,152,138,0.082
2024-03-06,Coeur_Metabolisme,aides,100,92,0.073
2024-03-06,MSN_(Neuro/Psy),total,423,379,0.099
2024-03-06,MSN_(Neuro/Psy),medecins,51,46,0.075
2024-03-06,MSN_(Neuro/Psy),infirmiers,137,124,0.094
2024-03-06,MSN_(Neuro/Psy),aides,91,82,0.095
2024-03-06,Pôle_31_(Infectieux),total,303,275,0.096
2024-03-06,Pôle_31_(Infectieux),medecins,36,33,0.076
2024-03-06,Pôle_31_(Infectieux),infirmiers,96,87,0.1
2024-03-06,Pôle_31_(Infectieux),aides,64,57,0.092
2024-03-06,Urgences_(Passage_court),total,252,229,0.091
2024-03-06,Urgences_(Passage_court),medecins,31,26,0.088
2024-03-06,Urgences_(Passage_court),infirmiers,81,74,0.078
2024-03-06,Urgences_(Passage_court),aides,54,50,0.082
2024-03-06,Gériatrie,total,364,334,0.082
2024-03-06,Gériatrie,medecins,45,41,0.068
2024-03-06,Gériatrie,infirmiers,121,110,0.09
2024-03-06,Gériatrie,aides,81,74,0.072
2024-03-06,ORPHé_(Onco/Hémato),total,672,617,0.081
2024-03-06,ORPHé_(Onco/Hémato),medecins,68,60,0.09
2024-03-06,ORPHé_(Onco/Hémato),infirmiers,195,177,0.091
2024-03-06,ORPHé_(Onco/Hémato),aides,148,136,0.08
2024-03-07,MSN_(Neuro/Psy),total,813,752,0.075
2024-03-07,MSN_(Neuro/Psy),medecins,111,101,0.089
2024-03-07,MSN_(Neuro/Psy),infirmiers,302,279,0.075
2024-03-07,MSN_(Neuro/Psy),aides,200,187,0.063
2024-03-07,Chirurgie,total,631,581,0.078
2024-03-07,Chirurgie,medecins,87,78,0.08
2024-03-07,Chirurgie,infirmiers,233,210,0.097
2024-03-07,Chirurgie,aides,155,143,0.078
2024-03-07,PRAGUES_(Réa/Pneumo),total,126,116,0.08
2024-03-07,PRAGUES_(Réa/Pneumo),medecins,22,20,0.086
2024-03-07,PRAGUES_(Réa/Pneumo),infirmiers,56,50,0.103
2024-03-07,PRAGUES_(Réa/Pneumo),aides,17,15,0.08
2024-03-07,Coeur_Metabolisme,total,454,409,0.098
2024-03-07,Coeur_Metabolisme,medecins,56,53,0.059
2024-03-07,Coeur_Metabolisme,infirmiers,152,136,0.096
2024-03-07,Coeur_Metabolisme,aides,100,92,0.068
2024-03-07,MSN_(Neuro/Psy),total,423,376,0.108
2024-03-07,MSN_(Neuro/Psy),medecins,51,45,0.104
2024-03-07,MSN_(Neuro/Psy),infirmiers,137,126,0.078
2024-03-07,MSN_(Neuro/Psy),aides,91,83,0.081
2024-03-07,Pôle_31_(Infectieux),total,303,279,0.081
2024-03-07,Pôle_31_(Infectieux),medecins,36,33,0.089
2024-03-07,Pôle_31_(Infectieux),infirmiers,96,88,0.083
2024-03-07,Pôle_31_(Infectieux),aides,64,58,0.081
2024-03-07,Urgences_(Passage_court),total,252,235,0.07
2024-03-07,Urgences_(Passage_court),medecins,31,26,0.1
2024-03-07,Urgences_(Passage_court),infirmiers,81,73,0.088
2024-03-07,Urgences_(Passage_court),aides,54,49,0.091
2024-03-07,Gériatrie,total,364,332,0.088
2024-03-07,Gériatrie,medecins,45,40,0.092
2024-03-07,Gériatrie,infirmiers,121,110,0.088
2024-03-07,Gériatrie,aides,81,73,0.09
2024-03-07,ORPHé_(Onco/Hémato),total,672,621,0.074
2024-03-07,ORPHé_(Onco/Hémato),medecins,68,59,0.109
2024-03-07,ORPHé_(Onco/Hémato),infirmiers,195,180,0.076
2024-03-07,ORPHé_(Onco/Hémato),aides,148,137,0.069
2024-03-08,MSN_(Neuro/Psy),total,813,745,0.084
2024-03-08,MSN_(Neuro/Psy),medecins,111,101,0.086
2024-03-08,MSN_(Neuro/Psy),infirmiers,302,279,0.077
2024-03-08,MSN_(Neuro/Psy),aides,200,182,0.086
2024-03-08,Chirurgie,total,631,578,0.082
2024-03-08,Chirurgie,medecins,87,78,0.083
2024-03-08,Chirurgie,infirmiers,233,216,0.073
2024-03-08,Chirurgie,aides,155,142,0.08
